省份编码,省份,年份,原油产量(万吨),天然气产量(亿立方米),原盐产量(万吨),成品糖产量(万吨),啤酒产量(万千升、万吨),卷烟产量(亿支、万箱),纱产量(万吨),布产量(亿米),机制纸及纸板产量(万吨),焦炭产量(万吨),硫酸(折100%)产量(万吨),烧碱(折100%)产量(万吨),纯碱(碳酸钠)产量(万吨),乙烯产量(万吨),农用氮、磷、钾化肥产量(万吨),化学农药原药产量(万吨),初级形态的塑料产量(万吨),化学纤维产量(万吨),水泥产量(万吨),平板玻璃产量(万重量箱),生铁产量(万吨),粗钢产量(万吨),钢材产量(万吨),金属切削机床产量(万台),大中型拖拉机产量(万台),汽车产量(万辆),轿车产量(万辆),家用电冰箱产量(万台),房间空调器产量(万台),家用洗衣机产量(万台),移动通信手持机产量(万台),微型电子计算机产量(万台),集成电路产量(万块),彩色电视机产量(万台),发电量(亿千瓦小时),水电发电量(亿千瓦小时)
320000,江苏省,2013,201.46,0.51,698.9,0.83,220.0,1021.3,483.469607,132.23,1207.83,2252.51,371.36,413.62,325.5,145.9,250.81,75.7,832.2,1296.33,18027.05,5930.6,6690.6,8469.1,12398.0,9.7,9.92,107.2,63.2,1063.1,270.9,1354.4,3019.6,7520.7,2856000.0,884.42,4289.41,11.07
320000,江苏省,2012,194.5,0.6,750.75,0.97,217.61,1006.2,450.828084,135.52,1245.86,2052.2,397.67,414.67,338.4,132.5,290.81,73.72,772.97,1278.09,16902.33,6465.96,5874.43,7419.72,11008.35,10.01,8.66,88.7,45.5,1103.2,495.9,1177.1,2525.8,8862.1,2925900.0,1330.35,4001.13,11.22
320000,江苏省,2011,189,0.5,698.93,0.84,235.41,991.1,406.53,120.72,1118.57,1855.49,488.47,237.0,318.99,153.9,267.33,60.43,606.59,1132.59,15034.22,7594.95,5307.01,6838.81,10011.71,8.74,9.32,80.38,38.35,1194.8,509.5,1216.7,2720.9,9408.19,2248000.0,1414.52,3762.5,2.02
320000,江苏省,2010,186,0.6,522.44,0.14,258.59,959.5,434.58,124.13,1088.22,1393.58,441.42,272.2,267.28,121.47,259.99,60.56,562.43,1027.16,15829.74,5731.5,5214.64,6243.38,9135.95,7.0,7.95,74.4,31.38,782.84,537.9,1216.6,1949.54,9364.56,2232100.0,1660.88,3359.18,2.98
320000,江苏省,2009,184.03,0.57,522.96,0.25,230.9,924.57,401.93,122.61,1033.54,1212.57,403.06,232.3,248.42,141.6,267.6,61.96,541.83,903.08,14475.68,5257.84,4593.03,5551.93,7892.42,9.66,9.36,50.62,21.47,667.06,331.15,748.62,2044.68,8180.94,1637000.0,1151.31,2928.41,2.23
320000,江苏省,2008,184.01,0.58,627.2,,239.65,894.45,368.43,74.55,984.33,1076.52,366.73,249.06,299.95,134.78,255.83,53.89,440.39,790.67,12683.21,5666.59,3857.81,4863.97,7364.13,8.51,5.26,29.25,11.63,602.91,702.19,649.89,1764.7,5269.63,1451500.0,826.24,2777.05,2.29
320000,江苏省,2007,195.72,0.58,510.44,,241.74,896.98,420.42,103.82,974.98,1073.050363,470.53,222.98,289.41,145.59,265.18,49.78,468.7,833.58,11849.78,6856.11,3802.15,4721.47,7322.68,7.9,4.8757,26.51,11.49,494.34,707.98,628.34,1165.75,5021.36,1283900.0,451.52,2674.6,2.95
320000,江苏省,2006,188.49,0.61,534.12,,200.26,845.41,382.06,94.98,783.75,954.3,421.36,205.23,247.23,140.17,243.29,37.56,377.36,691.7,10975.97,5757.12,3352.85,4202.52,5875.46,7.7,4.06,27.48,14.6,408.8,473.29,603.26,6553.0,3932.14,1146504.0,248.25,2535.52,3.05
320000,江苏省,2005,164.7,0.64,500.13,,157.65,816.36,335.6,90.46,578.58,575.63,354.33,155.19,221.42,111.71,294.7,33.54,374.52,501.95,9681.49,5233.13,2697.28,3301.09,4424.63,8.4,4.34,30.05,14.16,318.46,544.98,513.66,2846.0,2996.13,820229.0,403.81,2120.0,2.66
320000,江苏省,2004,168.94,0.53,403.97,,153.09,840.86,301.12,88.65,543.36,490.54,341.14,109.01,194.71,81.76,214.34,24.59,434.66,472.83,8804.98,4072.76,1826.33,2568.29,4200.53,9.1,3.25,25.8,8.83,290.94,517.01,437.13,197.0,1874.47,793261.0,497.5,1554.89,3.0
320000,江苏省,2003,166.35,0.33,318.13,,115.9,132.55,201.0,67.1,398.91,410.97,301.92,113.69,181.32,76.53,206.19,19.49,279.2,307.76,7825.14,3807.27,784.83,1742.21,2961.49,5.6,0.51,21.26,8.42,243.83,436.71,338.39,333.0,605.59,368617.0,474.73,1336.77,4.0
320000,江苏省,2002,162.97,0.23,343.53,6.5541,102.13,120.22,155.3,37.28,315.26,358.44,286.38,102.8,150.21,48.08,205.02,22.86,208.96,261.22,6035.29,2990.05,667.42,1332.17,2274.56,4.1,0.78,16.82,3.2,188.52,378.32,280.34,201.0,200.39,209995.0,382.14,1116.56,1.03
320000,江苏省,2001,157.02,0.23,328.33,5.1,92.54,117.47,155.32,62.87,337.75,243.31,259.92,108.22,135.41,40.55,193.68,22.42,199.56,223.92,5246.93,2224.08,454.76,848.22,1877.72,3.9,0.56,10.85,,157.4,239.61,230.14,334.0,42.65,129995.0,318.65,987.47,0.2
320000,江苏省,2000,155.02,0.24,293.63,3.65,76.75,103.2,118.36,33.74,205.25,237.15,236.72,85.95,124.42,43.43,183.18,17.23,160.28,191.0,4599.52,1889.4,322.83,617.16,1401.83,3.74,0.35,8.34,,127.66,165.9,241.6,211.0,11.56,125007.0,285.18,909.7,0.13
330000,浙江省,2019,0,0.01,,0.5466,226.813976,933.6941,,123.744515937358,1768.404888,208.88,303.993,200.769498,31.7372,150.904508,50.4219561865786,18.364684,1155.87396829742,2778.409944,13399.2580929593,4494.678236,835.481367,1350.678514,3468.249986,8.9691,1.9832,99.1944,71.927,567.8924,1939.1977,1118.4618,4652.5782,277.7193,1434530.83,193.426,3537.65,256.58
330000,浙江省,2018,,,,0.53,237.31,939.47,,167.35,1869.05,203.022623,306.19,189.96,33.61,119.97,19.92,21.75,926.21,2282.3,12323.46,4336.85,873.75,1266.51,3048.69,11.97,2.01,119.22,87.72,618.28,1613.24,1153.43,5317.57,204.07,653600.0,722.19,3438.440316,180.039109
330000,浙江省,2017,0,6.1387,8.67,0.58,254.41,957.02,,202.63,1911.21,228.549652,267.31,188.83,32.28,144.24,19.89,21.18,896.29,2055.37,11284.99,4490.79,855.54,1090.68,3160.46,10.39,1.29,74.0,61.01,647.31,1483.96,1227.09,5495.71,186.41,798800.0,609.64,3312.3261,198.730566
330000,浙江省,2016,,,6.63,0.57,246.58,915.8,,256.93,1889.76,227.5142,168.36,159.92,30.71,143.91,31.69,22.25,881.76,2072.84,10848.0,5038.0,847.98,1299.59,3760.9,10.9,2.66,58.06,52.77,797.74,950.88,1396.8,5099.6,182.82,740000.0,658.22,3197.6564,274.4102
330000,浙江省,2015,,,7.74,0.38,251.0,948.3,,239.58,1739.6,293.880459,165.2,153.2,29.3,135.1,38.79,27.9,830.74,2158.3,11330.88,5318.16,1072.5,1594.9,4047.7,13.3,3.61,41.1,32.7,710.54,631.12,1526.6,4036.0,151.4,634000.0,641.4,3010.842383,229.057368
330000,浙江省,2014,,,9.1,0.26,268.38,931.0,,250.73,1693.7,297.21,177.99,151.4,27.9,97.1,35.72,28.3,736.25,1987.09,12413.35,3977.96,1140.3,1748.3,4171.0,15.2,3.43,30.9,22.1,757.8,658.66,1592.4,3611.31,191.0,609000.0,456.8,2885.29,176.24
330000,浙江省,2013,,,,0.21,289.4,923.5,239.095248,244.99,1623.12,296.18,110.62,145.66,26.77,114.0,33.06,29.1,584.1,1839.3,12479.56,3591.2,1059.8,1387,3823.4,12.7,4.03,30.61,27.4,939.6,565.0,1881.4,987.8,164.3,498900.0,628.6,2939.3,172.48
330000,浙江省,2012,,,10.83,0.19,268.55,901.1,231.234833,235.73,1539.95,294.8,99.73,140.2,23.0,110.3,31.08,28.88,510.54,1692.99,11575.35,2992.28,1006.1,1305.2,3370.84,17.47,3.32,32.72,26.5,887.2,509.5,1952.94,651.8,161.8,444200.0,573.3,2808.19,187.01
330000,浙江省,2011,,,13.56,0.16,281.4,885.2,198.8,220.87,1522.23,291.84,110.69,126.7,25.18,110.8,30.19,23.36,497.81,1522.95,12196.95,4023.21,1002.2,1329.9,3177.61,19.39,4.65,30.63,27.07,626.8,469.5,1818.17,1175.71,154.9,373500.0,497.3,2777.4,161.72
330000,浙江省,2010,,,12.91,0.17,283.41,851.0,214.87,207.96,1399.64,282.25,108.83,107.72,12.66,52.59,34.46,24.48,460.17,1366.43,11317.16,4136.72,915.6,1228.53,2839.75,15.19,3.69,31.91,27.37,779.67,314.2,1804.45,2406.09,157.32,304000.0,477.03,2568.36,230.85
330000,浙江省,2009,,,16.7,0.15,260.51,804.2,195.62,194.18,1377.28,229.69,100.37,98.48,15.58,,47.88,25.55,389.45,1210.9,10822.25,3372.48,817.11,1063.31,2364.69,9.79,3.07,28.17,22.37,761.81,303.09,1608.38,2777.71,89.2,213500.0,518.35,2246.28,152.67
330000,浙江省,2008,,,3.78,,283.17,760.99,157.73,121.44,1282.8,130.69,107.44,107.22,15.15,0.14,47.39,24.73,279.43,1054.05,10207.8,4333.44,270.15,901.51,1748.75,9.14,1.99,17.39,14.17,588.44,342.63,1475.44,2170.43,105.65,170100.0,356.4,2100.23,143.71
330000,浙江省,2007,,,15.29,,303.01,732.86,146.71,182.93,1218.64,52.528627,109.64,111.12,14.55,,58.6,25.46,261.66,972.96,10548.51,2917.53,238.08,577.23,1630.57,11.09,1.767,20.62,17.54,569.85,350.7,1432.44,4170.72,130.28,369400.0,268.3,1915.15,118.15
330000,浙江省,2006,,,29.84,,279.82,671.73,115.03,143.15,1022.8,52.29,128.64,88.39,13.95,16.75,59.07,21.0,133.77,827.41,9952.29,2262.35,233.54,471.47,1206.63,9.4,2.13,17.77,15.21,390.55,288.87,1341.72,4922.0,153.59,266578.0,148.67,1766.36,139.76
330000,浙江省,2005,,0.03,37.31,0.23,242.62,657.65,96.41,96.2,966.98,55.2,146.12,76.74,13.28,,63.13,19.34,120.08,660.33,9128.97,2109.14,294.88,540.17,803.45,6.7,1.59,13.13,11.42,228.93,430.11,972.91,2791.0,139.57,161285.0,128.54,1456.42,135.11
330000,浙江省,2004,,,40.39,,225.45,639.34,90.22,97.82,769.92,57.79,91.67,54.48,13.88,,64.74,12.61,198.69,628.11,8772.93,2213.2,188.98,401.92,881.57,6.2,0.94,10.22,8.29,184.17,455.72,811.24,2050.0,120.79,166560.0,106.03,1231.9,95.38
330000,浙江省,2003,,,11.81,,201.68,112.95,60.93,71.28,657.73,58.81,60.0,54.25,11.82,,55.55,12.45,47.08,407.57,7194.1,1677.02,173.27,334.24,527.03,3.9,0.34,8.19,2.01,129.98,419.13,525.85,1893.0,7.4,109582.0,94.04,1101.74,125.0
330000,浙江省,2002,,0.05,6.13,,174.25,109.23,48.17,31.94,496.29,60.55,64.55,53.48,10.54,,62.01,11.76,38.25,307.25,5742.79,1354.33,135.41,265,404.83,3.2,0.51,4.53,0.33,33.31,361.37,376.02,1422.0,5.78,60934.0,46.34,778.2,95.29
330000,浙江省,2001,,0.05,33.97,1.64,165.81,105.21,51.93,38.32,499.79,59.38,63.03,42.86,8.99,,62.67,11.73,31.84,221.33,4791.03,1004.61,125.14,182.48,361.58,8.0,0.4,2.13,,21.05,181.85,232.06,840.0,4.25,37760.0,17.35,734.94,86.4
330000,浙江省,2000,,0.04,9.5,,163.69,99.21,34.19,16.19,284.99,60.13,50.24,36.92,8.7,,59.22,8.01,29.59,154.08,4256.61,736.98,108.75,144.96,291.52,2.63,0.29,1.08,,19.79,87.7,199.69,459.0,2.08,29379.0,17.36,624.83,65.23
340000,安徽省,2019,0,2.12,149.323742,,79.058455,1174.44078,,8.62051661,415.907067,1167.17,625.155474,76.996548,78.9545,,271.273824,9.83444,200.884322,37.088438,14113.024755,4227.814588,2530.006466,3222.46595,3158.368427,2.8284,0.0656,77.6199,13.0953,2505.8868,3366.4485,2328.3168,81.7459,2253.8436,597447.86,1941.8452,2886.67,51.09
340000,安徽省,2018,,2.253,139.0,0.3,52.84,1114.41,,11.16,353.7,1109.33832,643.91,80.68,37.34,,217.15,10.95,148.25,39.61,13248.19,3310.17,2422.01,3103.87,3194.95,2.84,0.38,82.43,17.85,2631.08,3210.33,2126.03,70.04,2022.34,12500.0,1779.19,2734.490327,53.838492
340000,安徽省,2017,0,2.6009,152.55,,96.05,1026.83,109.7,12.75,350.38,1057.5622,583.07,78.31,86.55,,214.12,9.31,137.35,38.98,13474.02,3769.49,2414,2833.93,3046.83,8.35,0.28,115.83,27.23,3256.75,3736.41,2055.97,117.0,1876.77,73100.0,948.17,2456.27901,52.973236
340000,安徽省,2016,,3.3828,153.6,0.01,105.95,1003.17,,16.54,343.8,972.6367,711.75,75.01,88.69,,296.76,19.49,133.32,34.98,13584.12,3440.19,2401.17,2731.33,3217.75,8.08,0.23,139.12,29.51,3058.8,2847.86,2006.42,141.16,1659.75,24200.0,828.83,2252.694,63.1669
340000,安徽省,2015,,,149.6,,119.2,1268.9,,15.25,306.3,958.486189,630.1,72.0,76.9,,309.82,19.8,121.0,27.0,13207.86,2302.5,2092.5,2506,3334.7,8.1,0.25,117.0,27.1,2703.18,2916.1,1725.2,64.3,1801.5,25000.0,733.54,2061.891193,48.671373
340000,安徽省,2014,,,152.2,,136.48,1329.8,,12.67,262.2,929.99,641.04,63.5,66.5,,299.7,17.4,105.35,23.1,12982.13,2544.54,1998.71,2451.4,3262.63,8.2,0.27,93.4,29.7,2765.8,2702.98,1528.7,,1715.9,6000.0,483.69,2033.91,41.51
340000,安徽省,2013,,,156.1,,163.6,1313.4,89.969079,10.91,221.82,904.44,590.92,47.0,54.7,,277.27,19.8,75.0,32.7,12191.88,3346.8,2017.3,2351.5,3138.6,7.2,,100.65,45.1,2973.9,2712.39,1697.8,1.1,671.8,,320.47,1965.76,33.16
340000,安徽省,2012,,,142.0,,152.0,1286.1,81.969615,10.54,214.02,898.9,502.2,35.3,49.4,,310.72,23.53,58.06,28.14,11004.7,2388.1,1926.8,2146.36,2770.3,6.22,,104.18,54.6,2589.1,2992.9,1499.3,3.9,339.4,,304.55,1771.08,19.6
340000,安徽省,2011,,,146.0,,170.6,1258.3,65.0,12.56,256.97,868.7,505.39,39.1,42.1,0.6,266.86,13.24,67.92,25.8,9572.17,2680.4,1830.01,1968.55,2746.3,4.21,,117.03,61.3,3114,2821.9,1629.6,,124.0,7000.0,408.02,1635.35,17.9
340000,安徽省,2010,,,146.15,,154.11,1225.8,56.54,11.35,208.86,874.9,445.45,29.0,35.36,1.7,254.49,15.19,57.69,22.04,8068.91,1044.29,1845.07,1855.59,2454.75,2.63,,118.87,62.6,2078.91,1607.78,1267.0,,1.81,5000.0,395.33,1443.85,18.85
340000,安徽省,2009,,,143.55,,156.48,1189.97,48.27,6.13,201.54,772.94,357.51,26.59,35.58,1.96,274.08,16.94,50.59,19.76,7278.35,1035.77,1663.4,1763.2,2119.95,1.02,,86.34,47.87,1565.81,1022.79,1002.27,12.05,0.03,,336.84,1320.24,16.39
340000,安徽省,2008,,,137.73,,139.04,1161.75,42.27,4.92,185.09,817.64,329.06,22.8,36.95,,238.39,20.23,36.4,10.65,5915.18,576.39,1637.23,1770.18,1906.59,1.55,,57.14,29.29,1130.47,658.41,695.01,,0.05,,229.65,1093.4,14.9
340000,安徽省,2007,,,118.06,,149.9,1127.56,43.21,6.61,141.31,684.1456,285.82,25.54,35.71,,233.15,10.83,43.45,11.57,5402.23,472.56,1517.7,1663.61,1778.52,1.56,,61.06,32.89,901.43,607.73,571.13,,0.04,,311.76,873.43,19.67
340000,安徽省,2006,,,68.05,,143.7,1066.16,38.49,8.5,125.01,509.42,225.56,23.11,9.9,,223.93,5.26,36.41,11.65,4579.72,451.43,1182.19,1296.42,1329.44,1.5,,48.95,27.57,627.42,571.1,436.04,,0.03,,334.21,734.39,15.72
340000,安徽省,2005,,,56.73,,124.44,1040.02,38.31,6.66,122.24,488.37,202.54,18.85,24.09,,235.49,3.67,28.53,11.36,3352.56,507.72,1105.71,1109.68,1198.96,1.2,,34.25,18.16,530.42,515.0,443.85,,4.27,19.0,313.42,648.41,12.52
340000,安徽省,2004,,,52.75,4.4957,131.19,956.24,36.97,7.25,115.31,438.15,180.01,10.87,21.34,0.04,248.65,2.76,18.55,11.55,3464.52,485.81,969.91,953.62,997.36,2.4,,21.94,7.96,325.74,524.24,328.01,,10.71,10.0,254.44,607.1,18.11
340000,安徽省,2003,,,45.25,,122.02,180.09,35.13,6.8,117.65,367.31,188.36,16.4,17.15,,197.5,3.07,14.07,14.36,3072.96,418.15,697.65,692.68,720.14,1.2,0.02,20.63,12.48,274.92,296.67,188.24,,15.8,,265.25,557.15,15.6
340000,安徽省,2002,,,43.72,,121.05,174.87,32.43,6.36,73.15,351.03,176.43,11.68,8.56,,185.68,1.79,6.1,11.31,2403.51,184.31,647.34,638.3,670.14,0.5,0.01,13.62,5.04,205.73,138.8,148.03,,19.04,,302.09,465.66,10.51
340000,安徽省,2001,,,35.24,0.11,124.94,172.6,30.51,6.25,106.74,349.29,168.02,12.86,7.68,,172.31,2.14,9.07,11.22,2371.52,186.66,594.77,553.96,549.46,0.5,0.02,8.9,3.01,187.76,152.08,114.65,,10.96,,226.27,398.62,8.41
340000,安徽省,2000,,,32.84,,115.29,157.66,27.51,7.4,54.97,330.16,143.12,10.83,8.06,,157.57,1.76,7.17,12.35,1905.57,181.46,524.26,438.93,421.22,0.47,0.02,5.74,,169.94,115.8,131.7,,14.18,,156.13,355.44,4.58
350000,福建省,2019,0,0.0,28.1262444632106,7.53327,158.115599,879.1266,,104.667900061187,805.129696,201.92,342.645851,38.975484,29.065991,121.668272,90.268432,,383.315451,834.398712,9475.07438332034,5113.002627,1038.080103,2390.277484,3737.656516,1.3868,0,16.1581,0.7812,,130.0571,,1802.9161,2192.3992,95587.7,790.8489,2577.96,442.35
350000,福建省,2018,,,23.0,,150.28,855.14,,110.78,771.41,174.183043,226.69,37.06,24.94,102.86,68.22,0.5,324.91,694.88,8831.93,4949.48,982.31,2085.7,2915.94,0.9,,23.95,0.89,,99.13,,1362.14,1183.63,20300.0,979.49,2494.164022,374.591156
350000,福建省,2017,0,0.0,31.45,,162.42,832.02,522.64,94.68,779.9,157.681973,187.83,37.95,25.57,120.07,42.51,0.57,235.74,675.63,8526.11,4739.27,937.92,1882.85,2725.74,0.8,,27.9,1.22,0,40.31,,578.25,998.42,22400.0,953.3,2200.665528,454.605921
350000,福建省,2016,,,15.68,0.56,160.94,832.16,,87.1,727.0,127.306,187.46,36.65,16.24,110.01,38.05,,200.82,681.01,8105.99,5390.71,980.44,1516.8,2859.58,0.72,,21.79,1.59,,16.53,,2568.63,847.36,16300.0,1015.57,2007.4312,644.3915
350000,福建省,2015,,,31.09,,170.2,941.3,,79.22,665.4,152.259404,187.5,32.2,1.0,117.2,52.19,4.5,228.01,576.2,7787.48,5009.5,980.1,1586.5,2820.7,0.7,,19.2,4.2,,,,2133.6,818.8,7000.0,1428.1,1900.967196,466.068548
350000,福建省,2014,,,40.86,0.85,182.97,969.7,,74.22,653.9,195.5,187.08,25.2,0.94,100.6,48.87,0.2,227.2,456.15,7778.91,5241.4,907.98,1820.8,3019.6,0.6,,18.1,6.5,,,,1278.0,985.4,4000.0,1474.9,1873.41,415.08
350000,福建省,2013,,,19.0,3.6,200.0,948.6,322.500867,65.72,611.34,166.72,155.77,22.8,0.64,71.4,44.12,,164.9,376.7,7905.83,5243.2,588.3,1624.6,2782.8,0.6,,20.6,11.4,,1.9355,,3841.8,1284.8,5000.0,891.3,1767.66,403.11
350000,福建省,2012,,,26.61,7.0,198.07,921.2,271.484628,52.33,624.63,189.9,114.59,23.7,0.74,84.9,46.49,0.06,176.52,278.63,7258.96,4644.5,725.75,1576.79,2292.6,0.6,,18.33,10.2,,,,2968.0,929.0,6000.0,953.1,1622.6,476.2
350000,福建省,2011,,,39.41,10.01,198.52,884.3,214.52,41.19,529.7,150.5,64.95,21.0,10.04,88.4,52.67,0.07,248.4,225.09,6809.62,3507.1,547,1166.9,1589.14,0.51,,18.64,9.85,,,,1658.8,898.6,1000.0,1115.3,1580.45,285.2
350000,福建省,2010,,,33.39,3.73,188.78,843.8,184.18,31.2,428.86,143.05,59.21,20.11,17.79,84.48,57.46,0.07,152.5,206.15,5921.17,2765.35,558.81,1086.88,1340.56,0.31,,19.5,10.68,,,,1064.25,738.27,1200.0,903.1,1356.32,453.69
350000,福建省,2009,,,43.76,5.86,190.83,798.17,158.04,29.84,324.18,117.93,50.75,21.64,19.28,20.28,60,0.73,59.83,183.66,5477.91,2091.67,553.24,767.06,1342.26,0.19,,13.5,8.17,,,,674.26,607.2,1100.0,681.84,1170.71,275.92
350000,福建省,2008,,,31.67,7.6,196.97,750.49,123.09,26.82,296.5,99.74,47.09,29.14,18.86,,59.12,1.15,30.41,151.09,4508.6,1575.31,518.53,633.13,1106.95,0.3,,5.96,3.04,,,,705.09,646.7,7400.0,584.53,1085.38,331.6
350000,福建省,2007,,,60.94,5.36,192.09,710.29,109.16,25.16,237.85,90.8931,54.02,31.36,19.79,,64.16,1.26,41.09,137.71,4500.1,1867.12,477.88,588.82,1047.56,0.28,,8.6,4.0,,,,1097.48,513.23,5900.0,513.63,1038.28,311.59
350000,福建省,2006,,,59.28,3.87,174.38,640.04,99.81,20.56,201.36,91.12,47.13,26.24,19.8,,66.17,1.11,40.42,108.32,3416.7,1827.35,508.29,548.28,847.79,0.3,,7.3,3.44,,,,1359.0,445.73,7127.0,496.11,904.25,346.82
350000,福建省,2005,,,43.87,6.25,158.22,604.99,64.53,21.69,200.0,90.94,41.06,25.51,19.23,,64.41,0.92,53.37,70.12,2791.64,1438.57,399.03,391.48,729.67,0.4,,6.61,3.7,,,,1166.0,371.67,13996.0,373.9,778.25,291.0
350000,福建省,2004,,,54.42,6.02,275.61,573.04,60.54,22.67,213.69,68.69,41.77,29.59,18.51,,61.26,1.07,75.56,79.65,2382.61,539.39,315.82,324.55,541.19,0.6,0.05,7.02,2.79,,,,884.0,300.36,13328.0,284.67,674.64,184.84
350000,福建省,2003,,,52.94,8.68,137.27,107.81,41.52,14.13,166.16,49.09,40.8,24.67,16.2,,56.69,2.87,30.73,60.23,2400.2,511.85,225.24,257.85,461.98,0.1,,8.67,3.57,,0.0025,,627.0,241.74,13389.0,252.66,610.7,188.99
350000,福建省,2002,,,34.23,5.17,113.85,104.81,22.93,7.96,123.65,45.77,37.46,18.69,12.37,,60.69,1.04,19.55,65.97,1698.69,508.11,180.41,211.98,368.14,0.1,,4.84,,,0.0022,,297.0,174.25,8103.0,226.62,533.08,224.35
350000,福建省,2001,,,47.38,3.77,116.3,101.33,16.37,10.49,156.45,45.04,35.04,16.51,11.4,,57.64,1.34,17.45,48.44,1762.02,467.3,180.23,155.27,337.77,0.1,,3.27,,,,,94.0,88.79,5170.0,174.07,501.24,287.75
350000,福建省,2000,,,28.37,6.11,110.4,98.62,14.36,5.59,85.07,44.89,34.42,15.64,9.21,,59.82,1.1,14.35,41.22,1513.64,479.87,149.37,124.94,283.79,0.06,,2.36,,,0.01,,53.0,88.77,6888.0,204.19,403.73,195.22
360000,江西省,2019,0,0.03,200.795108,0.18,71.258842,637.9462,,9.64928,276.238198,660.78,288.726067,63.635156,28.9532,2.7033,29.7539,3.630888,48.44333,60.40422,9691.281035,470.8665,2217.9765,2524.4781,2795.707512,0.5208,0.0208,53.5569,5.185,93.2614,631.663,15.8006,4897.634,0.0,26853.74,22.6827,1375.9,167.74
360000,江西省,2018,,0.1976,212.44,0.15,83.62,638.01,,7.94,214.5,573.941357,272.58,43.47,,,5.32,4.93,33.31,54.62,8884.3,320.3,2204.17,2499.18,2571.34,0.47,,54.98,7.02,89.13,582.48,20.84,4648.55,96.55,100.0,23.21,1281.293112,120.921814
360000,江西省,2017,0,0.21067,197.17,,130.3,658.27,,12.04,211.04,593.597474,272.6,34.77,,,23.34,3.54,25.46,46.33,8984.58,17.83,2143.19,2412.69,2474.35,0.55,0.01,56.55,3.13,112.09,452.48,68.64,3837.68,0.0,,30.3,1128.81854,144.171228
360000,江西省,2016,,0.2277,200.91,0.12,110.94,646.1,,13.64,200.34,749.1088,269.88,33.5,,1.31,24.6,2.15,22.76,45.82,9553.28,466.31,2081.97,2241.53,2527.16,0.63,0.02,53.58,3.39,98.15,349.52,60.74,7413.95,,,20.05,1085.3539,198.5341
360000,江西省,2015,,0.35,219.3,0.12,134.0,678.0,,10.75,173.6,815.444346,334.1,31.21,,1.4,141.5,5.1,29.11,46.9,9458.08,385.99,2083.2,2211,2577.6,0.6,0.02,42.1,6.2,85.9,372.9,45.5,4195.3,,,23.6,982.058669,178.311676
360000,江西省,2014,,0.43,322.1,4.11,133.38,676.5,,9.85,154.5,867.54,333.98,41.7,,,135.78,4.6,15.1,45.9,9848.6,514.01,2075.92,2235.3,2611.1,0.6,0.04,46.2,9.7,109.5,,79.6,5540.5,,,19.6,873.33,133.5
360000,江西省,2013,,,257.3,3.22,124.4,639.0,160.792189,8.08,181.32,826.04,323.54,52.6,,,107.29,4.2,14.0,42.0,9228.14,663.0,2012.2,2156.6,2463.8,0.5,0.06,36.8,8.3,101.5,319.87,46.4,5513.4,7.7,,46.8,874.57,129.44
360000,江西省,2012,,,204.7,,117.15,599.0,137.294219,9.58,155.98,809.6,290.03,43.24,,,88.66,3.28,11.7,37.92,7572.05,668.22,2027.71,2179.57,2371.71,0.51,0.16,34.4,8.3,107,307.5,,4440.0,20.8,,132.9,728.2,111.66
360000,江西省,2011,,,2.1,0.01,130.07,584.0,96.8,8.35,219.4,875.8,240.36,35.12,,,30.39,2.85,10.7,31.5,6874.02,607.21,1917.67,2067.78,2250.32,0.4,0.4,34.35,7.83,116.5,190.4,,3239.6,17.8,,102.6,729.92,79.82
360000,江西省,2010,,,205.33,0.01,123.7,559.0,74.68,8.32,186.27,798.84,227.3,20.58,,,114.56,1.87,11.13,17.92,6262.68,437.3,1745.39,1911.37,1984.4,0.31,0.34,37.28,7.64,114.17,171.21,0.03,1536.53,9.06,,67.66,664.45,117.85
360000,江西省,2009,,,197.6,,88.19,529.0,60.88,6.95,139.64,626.06,213.9,24.49,,,49.7,1.97,12.53,13.51,6200.55,449.98,1447.01,1621.18,1648.72,0.1,0.39,28.47,8.13,91.27,132.72,0.03,590.89,5.31,,90.97,532.91,85.07
360000,江西省,2008,,0.03,186.84,,94.05,504.0,42.85,4.7,113.73,524.19,185.15,34.03,,,54.17,2.12,12.51,16.87,5271.59,558.68,1036.3,1240.94,1277.21,0.15,0.34,21.14,6.69,76.03,130.63,0.01,139.16,,,44.62,505.55,99.56
360000,江西省,2007,,,141.31,0.23,88.04,478.99,40.71,5.83,110.93,557.107349,139.99,33.36,,,55.34,1.61,14.33,27.7,5008.54,686.64,1047.36,1306.81,1351.45,0.38,0.2556,22.18,6.58,24.78,136.27,,60.78,,,39.06,502.01,85.06
360000,江西省,2006,,,109.72,0.21,75.71,449.02,25.32,4.56,93.69,492.61,134.55,30.03,,,57.06,1.72,14.14,20.86,4300.27,682.84,951.11,1163.64,1226.52,0.5,0.17,23.39,6.49,30.54,81.2,,,0.57,,64.22,439.9,95.4
360000,江西省,2005,,,69.51,0.23,60.63,409.07,20.44,4.12,73.38,400.98,113.19,24.62,,,53.54,1.47,15.6,18.07,3700.5,626.36,821.73,963.39,1023.33,0.4,0.08,20.61,4.5,26.33,166.67,,,5.07,,89.11,373.49,67.88
