省份编码,省份,年份,民用汽车拥有量(万辆),民用载客汽车拥有量(万辆),民用大型载客汽车拥有量(万辆),民用中型载客汽车拥有量(万辆),民用小型载客汽车拥有量(万辆),民用微型载客汽车拥有量(万辆),民用载货汽车拥有量(万辆),民用重型载货汽车拥有量(万辆),民用中型载货汽车拥有量(万辆),民用轻型载货汽车拥有量(万辆),民用微型载货汽车拥有量(万辆),民用其他汽车拥有量(万辆),机动车驾驶员人数(万人),汽车驾驶员人数(万人)
440000,广东省,2019,2326.3833,2080.959,17.5057,5.1381,2050.7658,7.5494,237.5049,42.4006,11.129,181.9485,2.0268,7.9194,4137.391,3691.0091
440000,广东省,2018,2116.2828,1891.3046,17.6738,5.657,1860.0096,7.9642,217.9133,37.7113,11.464,166.4451,2.2929,7.0649,3755.7811,3306.6249
440000,广东省,2017,1894.2178,1691.9605,17.473,6.4906,1660.0894,7.9075,195.9958,33.2542,11.8061,148.4872,2.4483,6.2615,3415.3327,2953.0862
440000,广东省,2016,1674.6359,1485.6548,16.3034,7.438,1453.4493,8.4641,183.0185,29.0904,12.4488,138.5768,2.9025,5.9626,3133.5114,2656.1108
440000,广东省,2015,1471.4008,1290.5714,15.3062,8.7211,1256.2489,10.2952,174.8981,26.3616,12.8972,132.2001,3.4392,5.9313,2874.7452,2379.7274
440000,广东省,2014,1331.838,1144.1806,15.4145,13.5812,1103.6254,11.5595,181.8071,25.7981,15.831,136.6883,3.4897,5.8503,2642.3248,2120.2135
440000,广东省,2013,1177.3707,992.3947,15.616,16.8761,947.6881,12.2145,178.8884,23.2,17.7412,134.5658,3.3814,6.0876,2461.7481,1917.0816
440000,广东省,2012,1037.4217,861.6036,15.8351,19.4236,814.2154,12.1295,169.8565,20.7682,19.2826,126.584,3.2217,5.9616,2339.3996,1772.6627
440000,广东省,2011,910.9303,745.3543,14.8787,20.0095,699.0801,11.386,159.9214,19.1489,18.8326,118.7038,3.2361,5.6546,2142.6773,1544.4039
440000,广东省,2010,782.26,629.3,13.41,20.28,585.39,10.23,147.53,16.81,17.88,109.76,3.08,5.43,1956.02,1343.29
440000,广东省,2009,658.8951,520.3768,12.3741,20.4929,478.5732,8.9366,133.2362,13.8009,16.5752,100.0932,2.7669,5.2821,1924.5998,1214.7101
440000,广东省,2008,573.4584,440.6038,11.8352,20.5292,399.9993,8.2401,122.9674,8.7104,15.7919,95.6368,2.8283,9.8872,1799.8287,1084.5139
440000,广东省,2007,505.285,373.6815,11.2056,20.564,333.836,8.0759,122.6835,9.5384,16.9195,93.077,3.1486,8.92,1712.1401,967.9177
440000,广东省,2006,428.9452,302.4873,10.3495,20.145,264.1405,7.8523,118.8797,9.8244,17.6537,87.8151,3.5865,7.5782,1610.0506,865.4382
440000,广东省,2005,372.9637,247.437,9.9902,20.4716,209.4164,7.5588,118.8439,12.1079,18.1435,84.4523,4.1402,6.6828,1511.2146,783.9935
440000,广东省,2004,305.4025,198.7336,8.8415,18.4407,164.4888,6.9626,101.0707,9.4707,15.522,72.1125,3.9655,5.5982,1451.3834,664.3185
440000,广东省,2003,257.9592,159.7383,8.0808,16.7664,128.758,6.1331,93.7949,9.356,14.3072,66.6333,3.4984,4.426,1345.932,575.2865
440000,广东省,2002,230.89,130.29,7.92,13.57,104.32,4.48,97.39,16.3,11.32,67.05,2.72,3.21,1259.3,491.1
440000,广东省,2001,191.915,99.0478,,,,,89.3917,,,,,3.47999999999999,1106.7452,413.6743
440000,广东省,2000,172.91,85.34,,,,,84.38,,,,,3.19,1046.98,319.51
450000,广西壮族自治区,2019,673.9356,587.4095,3.917,1.651,577.955,3.8865,83.2104,20.9384,4.9717,57.1723,0.128,3.3157,1517.1939,1175.3156
450000,广西壮族自治区,2018,588.4199,509.8487,3.8744,1.7208,499.9987,4.2548,75.8766,19.166,5.5818,50.8923,0.2365,2.6946,1435.9174,1077.2206
450000,广西壮族自治区,2017,502.1312,431.1588,3.6216,1.7605,421.0607,4.716,68.4486,16.7506,6.0039,45.3481,0.346,2.5238,1369.0846,977.9446
450000,广西壮族自治区,2016,424.9015,360.242,3.4422,1.6808,349.3975,5.7215,62.123,14.4341,5.6236,41.5832,0.4821,2.5365,1289.2224,872.3933
450000,广西壮族自治区,2015,363.8229,302.5615,3.333,1.6821,290.2757,7.2707,58.7148,13.5069,5.8343,38.7274,0.6462,2.5466,1205.7498,768.1755
450000,广西壮族自治区,2014,316.5317,256.9903,3.3772,1.8935,243.5824,8.1372,57.2171,13.5892,6.7231,36.2143,0.6905,2.3243,1130.6554,678.8058
450000,广西壮族自治区,2013,276.2921,217.9407,3.5304,2.4453,201.9571,10.0079,55.7371,13.4484,8.2348,33.327,0.7269,2.6143,1066.9404,609.9174
450000,广西壮族自治区,2012,227.4353,175.7729,3.5292,2.5157,159.9039,9.8241,49.1996,11.7884,8.0155,28.6311,0.7646,2.4628,995.6355,544.5674
450000,广西壮族自治区,2011,187.7461,142.5805,3.4159,2.4406,127.0233,9.7007,42.8952,10.4378,7.6745,23.943,0.8399,2.2704,943.7768,460.2926
450000,广西壮族自治区,2010,152.06,113.13,3.22,2.32,98.07,9.53,36.82,8.97,7.26,19.68,0.91,2.11,429.97,400.82
450000,广西壮族自治区,2009,119.8527,87.7748,3.0356,2.2182,73.2632,9.2578,30.0961,6.8109,6.6699,15.6075,1.0078,1.9818,373.3327,346.3043
450000,广西壮族自治区,2008,94.8944,67.7073,2.7609,2.093,54.0584,8.795,24.476,4.9075,6.075,12.4056,1.0879,2.7111,350.8115,326.1452
450000,广西壮族自治区,2007,79.641,55.668,2.6315,1.9821,42.5509,8.5035,21.6613,4.5376,5.6394,10.3668,1.1175,2.3117,312.6882,290.2974
450000,广西壮族自治区,2006,66.1432,45.5164,2.478,1.8634,32.9365,8.2385,18.7589,3.9401,5.0419,8.4895,1.2874,1.8679,565.2793,258.1686
450000,广西壮族自治区,2005,59.1377,37.9987,2.4467,1.8065,25.8313,7.9142,19.4833,3.8936,5.4673,7.382,2.7404,1.6557,524.8651,247.8292
450000,广西壮族自治区,2004,49.0675,29.6842,2.2639,1.6467,18.3612,7.4124,18.4321,3.7912,5.4002,6.2805,2.9602,0.9512,482.2779,214.6292
450000,广西壮族自治区,2003,43.4436,25.3152,2.0756,1.6029,14.0587,7.578,17.0115,2.4979,5.4011,5.1912,3.9213,1.1169,448.4508,142.6142
450000,广西壮族自治区,2002,40.14,23.21,1.99,1.52,10.9,8.81,15.99,2.98,4.93,4.68,3.4,0.94,355.4,112.11
450000,广西壮族自治区,2001,35.4273,19.334,,,,,14.4138,,,,,1.69,318.1792,123.9848
450000,广西壮族自治区,2000,29.13,15.23,,,,,13.42,,,,,0.479999999999999,256.54,99.97
460000,海南省,2019,137.2361,119.5628,1.6665,0.5719,116.8283,0.4961,16.9507,1.8313,1.1281,13.983,0.0083,0.7226,259.3553,212.0049
460000,海南省,2018,126.8996,110.5358,1.6318,0.5992,107.7748,0.53,15.669,1.6498,1.1742,12.8322,0.0128,0.6948,250.8766,193.8549
460000,海南省,2017,113.2075,98.2159,1.5102,0.6257,95.5875,0.4925,14.3237,1.4932,1.1674,11.6453,0.0178,0.6679,211.8526,113.5565
460000,海南省,2016,96.3181,82.3366,1.3278,0.5879,79.9339,0.487,13.353,1.2951,1.1935,10.8419,0.0225,0.6285,222.6591,163.3295
460000,海南省,2015,83.2925,70.0652,1.2794,0.6255,67.5997,0.5606,12.6586,1.1872,1.1829,10.2589,0.0296,0.5687,204.9766,145.1607
460000,海南省,2014,75.1062,61.5228,1.1753,0.6539,59.1073,0.5863,13.0214,1.2088,1.2422,10.5385,0.0319,0.562,199.3834,135.4732
460000,海南省,2013,64.8038,52.1031,1.2004,0.7768,49.5489,0.577,12.1417,1.1821,1.2451,9.6819,0.0326,0.559,173.9478,116.4816
460000,海南省,2012,55.4616,43.7453,1.2549,0.8911,41.0495,0.5498,11.1213,1.2498,1.2826,8.5506,0.0383,0.595,163.5282,129.1291
460000,海南省,2011,47.8055,37.1094,1.284,0.9358,34.3698,0.5198,10.17,1.3186,1.3883,7.4054,0.0577,0.5261,148.7001,93.2591
460000,海南省,2010,39.24,30.23,1.14,0.89,27.75,0.46,8.58,1.13,1.22,6.14,0.08,0.44,138.72,86.37
460000,海南省,2009,30.6408,23.2732,0.9533,0.8162,21.1153,0.3884,6.9962,0.9494,1.0293,4.8855,0.132,0.3714,115.5139,84.5967
460000,海南省,2008,25.8088,19.0737,0.8864,0.759,17.0687,0.3596,6.3163,0.896,0.9752,4.2756,0.1695,0.4188,101.3126,75.4241
460000,海南省,2007,22.106,15.524,0.8108,0.7014,13.6658,0.346,6.2411,1.0641,1.0626,3.8939,0.2205,0.3409,96.1326,68.3668
460000,海南省,2006,19.2307,12.5627,0.785,0.6497,10.7919,0.3361,5.8584,1.1286,0.9865,3.4782,0.2651,0.8096,86.0757,62.0504
460000,海南省,2005,16.4035,10.5433,0.7995,0.5954,8.8349,0.3135,5.6084,1.2338,0.9098,3.108,0.3568,0.2518,94.8811,46.3403
460000,海南省,2004,14.5548,8.8887,0.7666,0.5112,7.3449,0.266,5.4397,1.2716,0.9648,2.8484,0.3549,0.2264,88.1353,43.4872
460000,海南省,2003,12.577,7.4664,0.7562,0.1705,6.4943,0.0454,4.9147,1.8094,0.232,2.7736,0.0997,0.1959,88.1353,43.4872
460000,海南省,2002,10.94,6.25,0.57,0.15,5.44,0.09,4.51,1.74,0.18,2.52,0.07,0.18,70.45,40.13
460000,海南省,2001,8.275,4.9449,,,,,3.1748,,,,,0.169999999999999,61.7408,35.1672
460000,海南省,2000,9.01,5.22,,,,,3.65,,,,,0.14,65.54,34.24
500000,重庆市,2019,461.6034,416.1692,3.1158,1.0856,411.3067,0.6611,43.3342,11.7714,2.4918,29.0701,0.0009,2.1,924.3675,796.6119
500000,重庆市,2018,419.1004,372.8824,3.0758,1.1357,367.85,0.8209,44.2935,14.3348,2.8175,27.14,0.0012,1.9245,872.7563,734.4324
500000,重庆市,2017,370.4684,328.4214,2.9952,1.1787,323.4811,0.7664,40.2598,12.1488,2.8844,25.2254,0.0012,1.7872,811.9654,665.9539
500000,重庆市,2016,327.4709,286.8498,3.0383,1.2986,281.6515,0.8614,38.8565,10.759,3.2408,24.8548,0.0019,1.7646,742.389,586.0405
500000,重庆市,2015,278.6101,239.4274,2.9773,1.3308,234.1125,1.0068,37.4163,9.8632,3.4111,24.1388,0.0032,1.7664,660.767,496.1515
500000,重庆市,2014,237.0369,198.3773,2.9459,1.372,192.9502,1.1092,36.9367,9.7948,4.0869,23.0502,0.0048,1.7229,579.3628,407.1263
500000,重庆市,2013,192.77,156.5415,2.8856,1.4257,150.149,2.0812,34.4434,8.5573,4.6937,21.1841,0.0083,1.7851,521.3898,338.579
500000,重庆市,2012,159.3599,125.4214,2.698,1.5322,118.829,2.3622,31.5642,6.9668,6.1694,18.4154,0.0126,2.3743,473.2866,294.6458
500000,重庆市,2011,129.682,99.3083,2.4908,1.5382,92.8584,2.4209,28.3381,6.2894,6.4553,15.5776,0.0158,2.0356,407.3896,245.4535
500000,重庆市,2010,114.3,78.54,2.48,1.76,71.61,2.7,34.03,6.78,9.74,17.35,0.17,1.72,321.43,210.32
500000,重庆市,2009,90.893,60.0365,2.2788,1.7648,53.2495,2.7434,29.2962,5.5357,8.9783,14.6074,0.1748,1.5603,266.6274,196.0075
500000,重庆市,2008,73.6429,46.6637,2.1382,1.7214,40.0289,2.7752,25.466,4.8277,8.1247,12.3013,0.2123,1.5132,232.6927,174.9382
500000,重庆市,2007,63.6296,38.3874,2.0751,1.696,31.6477,2.9686,23.8602,4.2444,7.6091,11.1953,0.8114,1.382,208.5162,157.7468
500000,重庆市,2006,56.0665,32.2109,2.11,1.8033,25.094,3.2036,22.6079,3.6495,7.3715,10.4281,1.1588,1.2477,189.2128,141.7748
500000,重庆市,2005,46.9302,26.0744,2.0252,1.6381,19.1416,3.2695,20.0918,2.9263,6.6982,9.2959,1.1714,0.764,169.2533,127.139
500000,重庆市,2004,34.8419,19.3787,1.7194,1.557,13.1565,2.9458,14.615,1.2334,5.5691,6.5614,1.2511,0.8482,147.4756,107.831
500000,重庆市,2003,34.2483,17.9961,1.6688,0.8629,13.6129,1.8515,15.3625,3.3445,3.7154,7.9416,0.361,0.8897,122.1278,91.7812
500000,重庆市,2002,29.07,14.88,1.51,0.59,11.37,1.41,13.45,3.69,2.34,7.16,0.27,0.74,99.91,75.09
500000,重庆市,2001,25.4725,14.4032,,,,,10.6701,,,,,0.399999999999999,92.8124,70.2292
500000,重庆市,2000,21.13,10.93,,,,,9.8,,,,,0.399999999999999,53.0,49.0
510000,四川省,2019,1196.9455,1077.9664,7.7013,2.1928,1058.7508,9.3215,114.2515,28.3224,6.2548,79.649,0.0253,4.7276,2418.133,2044.608
510000,四川省,2018,1098.1677,988.7686,7.6777,2.3246,967.4071,11.3592,105.206,25.6685,7.0631,72.4395,0.0349,4.1931,2280.0501,1896.0423
510000,四川省,2017,990.2956,890.6146,7.4582,2.4399,866.9478,13.7687,95.9717,22.3883,7.7178,65.8105,0.0551,3.7093,2138.5315,1737.3777
510000,四川省,2016,880.7973,785.2957,7.2757,2.6404,758.1653,17.2143,91.8586,20.9959,9.422,61.2775,0.1632,3.643,1965.6134,1548.9967
510000,四川省,2015,767.1313,673.9115,6.8988,2.7044,642.5628,21.7455,89.5703,20.6299,10.9358,57.8463,0.1583,3.6495,1791.3885,1362.5968
510000,四川省,2014,666.9194,572.329,6.9249,2.9781,535.546,26.88,91.0176,20.4447,13.9355,56.456,0.1814,3.5728,1616.349,1181.9215
510000,四川省,2013,573.0252,481.5016,6.8457,3.1752,440.6265,30.8542,87.9877,18.6599,15.4225,53.684,0.2213,3.5359,1480.1105,1051.6114
510000,四川省,2012,493.2165,406.075,6.479,3.3205,363.1195,33.156,83.7749,16.2717,17.5309,49.7027,0.2696,3.3666,1375.3027,963.3534
510000,四川省,2011,422.1706,341.4793,6.0149,3.3575,297.4424,34.6645,77.4928,14.3553,18.2367,44.5183,0.3825,3.1985,1254.2303,856.9915
510000,四川省,2010,354.97,281.6,5.65,3.42,236.71,35.82,70.45,11.43,18.78,39.68,0.56,2.93,1137.66,767.82
510000,四川省,2009,284.6941,220.8418,5.4367,3.5015,175.1591,36.7445,61.2433,8.0834,18.6405,33.6721,0.8473,2.609,1021.7561,711.7555
510000,四川省,2008,219.0496,166.6123,5.0543,3.4458,122.8673,35.2449,49.7788,5.1412,17.2173,26.3995,1.0208,2.6585,857.0116,604.8737
510000,四川省,2007,183.6196,137.1323,4.8102,3.4337,94.5881,34.3003,44.3692,3.7923,16.3585,22.9561,1.2623,2.1181,749.1315,522.8451
510000,四川省,2006,157.2253,115.1394,4.5619,3.4135,73.5695,33.5945,40.3327,2.8136,15.4798,20.3998,1.6395,1.7532,666.8979,461.1793
510000,四川省,2005,137.9956,97.13,4.4169,3.4768,56.3885,32.8478,39.3884,2.5169,15.4225,18.1175,3.3315,1.4772,558.5481,406.6274
510000,四川省,2004,126.7751,83.2574,4.4256,3.4808,42.7224,32.6286,40.6557,2.0911,16.0792,15.9432,6.5422,2.862,522.8693,371.9233
510000,四川省,2003,113.8748,73.4176,4.5029,3.6355,34.4332,30.846,39.2591,1.2211,15.9617,15.3407,6.7356,1.1981,520.6256,282.0427
510000,四川省,2002,98.97,60.93,4.07,3.46,25.92,27.48,36.99,1.14,15.67,13.38,6.8,1.05,472.25,270.18
510000,四川省,2001,85.3924,49.3783,,,,,34.3636,,,,,1.65,362.9078,181.4539
510000,四川省,2000,76.49,43.89,,,,,31.38,,,,,1.22,317.67,192.75
520000,贵州省,2019,532.1457,463.5923,3.1072,1.894,456.9764,1.6147,66.0626,9.2595,2.9205,53.8795,0.0031,2.4908,1039.0921,834.6865
520000,贵州省,2018,478.9814,414.4862,3.0032,1.9923,407.6886,1.8021,62.1258,8.8724,3.5438,49.7054,0.0042,2.3694,964.2194,753.6872
520000,贵州省,2017,414.0075,355.3238,2.7957,2.07,348.4998,1.9583,56.4868,8.006,4.1749,44.2985,0.0074,2.1969,877.3004,659.5675
520000,贵州省,2016,348.7029,294.2568,2.6066,2.1438,286.9666,2.5398,52.3977,7.3362,4.7956,40.2313,0.0346,2.0484,786.4742,559.7256
520000,贵州省,2015,292.6147,240.3502,2.3238,2.1812,232.3621,3.4831,50.3297,7.312,5.2468,37.6851,0.0858,1.9348,699.1887,477.3117
520000,贵州省,2014,244.7202,195.172,2.2162,2.2295,187.0367,3.6896,47.7656,7.0545,5.3851,35.2328,0.0932,1.7826,525.029,397.518
520000,贵州省,2013,200.9951,158.0338,1.972,2.1321,148.6371,5.2926,41.4981,5.6451,5.2452,30.5008,0.107,1.4632,454.8526,347.399
520000,贵州省,2012,164.3638,126.4745,1.6866,2.0827,116.761,5.9442,36.7155,4.7444,5.7271,26.1179,0.1261,1.1738,415.7722,321.5293
520000,贵州省,2011,136.3707,101.1439,1.8221,2.3559,90.728,6.2379,34.2347,5.1078,6.8658,21.8104,0.4507,0.9921,359.7962,275.6836
520000,贵州省,2010,115.76,82.19,1.8,2.54,70.6,7.26,32.73,5.06,7.29,19.62,0.76,0.84,313.33,239.15
520000,贵州省,2009,91.4283,63.4025,1.6706,2.3808,52.0653,7.2858,27.2928,4.1534,6.2694,16.0594,0.8106,0.733,288.1321,217.1879
520000,贵州省,2008,71.9182,48.9492,1.5854,2.1957,37.9794,7.1887,22.264,3.533,5.3407,12.5344,0.8559,0.705,258.4146,197.54
520000,贵州省,2007,60.0527,40.3625,1.5006,2.0121,29.5713,7.2785,19.1004,3.3814,4.3406,10.4461,0.9323,0.5898,224.611,174.2148
520000,贵州省,2006,49.3626,32.199,1.3867,1.8598,21.6506,7.3019,16.6758,3.2058,3.7687,8.5554,1.1459,0.4878,193.5606,147.9107
520000,贵州省,2005,46.7711,26.2473,1.3027,1.7946,15.7154,7.4346,17.5636,3.7217,3.768,7.2143,2.8596,2.9602,156.9361,118.6956
520000,贵州省,2004,34.086,19.2675,1.0702,2.2162,8.1516,7.8295,14.568,0.4208,4.5489,5.9559,3.6424,0.2505,143.4473,103.2517
520000,贵州省,2003,32.4591,17.8377,0.9837,2.1981,7.0576,7.5983,14.4603,0.2319,4.812,5.9725,3.4439,0.1611,121.346,94.8421
520000,贵州省,2002,29.29,15.66,1.0,2.48,5.93,6.25,13.49,0.17,4.34,5.66,3.32,0.14,97.62,70.38
520000,贵州省,2001,28.3291,12.5763,,,,,15.3213,,,,,0.429999999999998,85.7479,59.3628
520000,贵州省,2000,24.09,10.2,,,,,13.49,,,,,0.4,79.6,54.54
530000,云南省,2019,742.0946,633.4439,3.1592,2.0724,623.423,4.7893,105.5188,16.0987,4.9817,84.4302,0.0082,3.1319,1484.012,1107.683
530000,云南省,2018,677.4956,580.1238,2.8821,2.1213,569.6145,5.5059,94.6261,14.5942,5.4664,74.5532,0.0123,2.7457,1387.7125,1011.6423
530000,云南省,2017,622.6626,525.579,2.9059,2.4593,513.621,6.5928,94.4339,13.705,7.7567,72.9402,0.032,2.6497,1295.561,919.3235
530000,云南省,2016,552.0547,462.9602,2.879,2.5539,449.334,8.1933,86.6251,12.28,7.7307,66.5556,0.0588,2.4694,1211.3276,832.9327
530000,云南省,2015,484.2262,400.1681,2.6447,2.6254,384.2694,10.6286,81.7192,11.499,7.9692,62.1568,0.0942,2.3389,1115.939,739.7867
530000,云南省,2014,429.7445,346.6588,2.5007,2.6907,328.9742,12.4932,80.9384,11.3507,9.0303,60.457,0.1004,2.1473,1010.933,641.3764
530000,云南省,2013,374.0105,293.5459,2.4045,2.8155,275.0287,13.2972,78.4595,10.6985,11.0229,56.6264,0.1117,2.0051,919.6097,568.8746
530000,云南省,2012,328.5258,248.7619,2.3398,3.2555,227.0487,16.1179,77.8784,11.0667,16.6175,50.0537,0.1405,1.8855,845.4841,519.5894
530000,云南省,2011,280.0381,206.6958,2.2104,3.3105,185.152,16.0229,71.6596,10.3271,17.4747,43.6687,0.1891,1.6827,757.9635,455.9769
530000,云南省,2010,233.91,169.08,2.07,3.29,148.02,15.71,63.39,8.67,16.94,37.5,0.28,1.44,716.08,407.3
530000,云南省,2009,189.0967,133.3836,1.9205,3.3162,112.6607,15.4862,54.5549,6.7749,15.8905,31.4757,0.4138,1.1582,649.5389,378.4575
530000,云南省,2008,153.5699,105.1709,1.8168,3.3004,84.7216,15.3321,47.1604,5.7359,15.1613,25.5381,0.7251,1.2386,578.1618,342.7947
530000,云南省,2007,133.2315,89.1749,1.6771,3.2146,69.014,15.2692,43.0037,5.4208,14.1681,22.4163,0.9985,1.0529,487.3622,308.8724
530000,云南省,2006,114.7231,74.4604,1.5745,3.1493,54.7172,15.0194,39.3799,5.3682,13.1664,19.3694,1.4759,0.8828,393.6505,274.7544
530000,云南省,2005,103.6047,62.488,1.5365,2.9077,43.3618,14.682,40.38,5.8933,13.0741,17.0562,4.3564,0.7367,375.3258,253.505
530000,云南省,2004,88.8599,52.3126,1.4629,2.7174,34.3038,13.8285,35.9816,5.3288,11.2759,13.8099,5.567,0.5657,315.7606,221.3388
530000,云南省,2003,77.0906,44.2997,1.4393,2.6214,27.6362,12.6028,32.3183,3.9116,10.7196,10.838,6.8491,0.4726,288.8718,162.5536
530000,云南省,2002,69.94,38.18,1.49,2.72,23.0,10.98,31.42,5.42,9.07,9.24,7.69,0.34,257.24,147.16
530000,云南省,2001,68.2155,33.1599,,,,,34.1483,,,,,0.910000000000004,230.7546,131.737
530000,云南省,2000,60.02,28.28,,,,,30.85,,,,,0.890000000000001,216.81,111.49
540000,西藏自治区,2019,55.8845,36.8993,0.4345,0.2885,35.9596,0.2167,18.4762,4.1834,1.8633,12.4211,0.0084,0.509,56.5691,56.2565
540000,西藏自治区,2018,51.4484,34.3103,0.4626,0.4557,33.0164,0.3756,16.3295,3.5573,2.0274,10.6887,0.0561,0.8086,50.2435,47.7011
540000,西藏自治区,2017,40.8799,26.6012,0.4328,0.3338,25.491,0.3436,13.9818,2.6341,1.775,9.5155,0.0572,0.2969,42.199,39.0012
540000,西藏自治区,2016,37.4808,24.0283,0.4966,0.3619,22.7831,0.3867,13.1779,2.6319,1.9976,8.4571,0.0913,0.2746,31.6133,29.1941
540000,西藏自治区,2015,33.1772,20.8756,4.4035,1.0063,15.176,0.2898,12.0547,1.4706,2.6654,7.6665,0.2522,0.2469,27.362,25.3013
540000,西藏自治区,2014,29.4682,18.3039,0.3878,0.5198,16.9236,0.4727,10.9597,2.0274,2.0752,6.751,0.1061,0.2046,25.6289,21.6413
540000,西藏自治区,2013,26.7249,16.7456,0.3556,0.5616,15.3913,0.4371,9.8027,2.161,1.9744,5.5369,0.1304,0.1766,24.4727,20.4596
540000,西藏自治区,2012,22.7722,14.1629,0.7066,0.95,11.4705,1.0358,8.3262,2.7911,1.5622,3.8268,0.1461,0.2831,22.5038,18.6294
540000,西藏自治区,2011,19.9241,12.2634,0.8408,0.8222,9.5791,1.0213,7.421,2.6938,1.4244,3.0951,0.2077,0.2397,20.823,18.6533
540000,西藏自治区,2010,16.62,10.15,0.56,0.76,7.84,0.98,6.32,2.23,1.36,2.52,0.22,0.15,18.16,16.04
540000,西藏自治区,2009,14.8456,8.9174,0.4794,0.7627,6.7758,0.8995,5.7401,2.249,1.2688,1.9824,0.2399,0.1881,20.7294,18.3514
540000,西藏自治区,2008,12.8623,8.1773,0.189,0.4252,6.8104,0.7527,4.6208,1.4925,1.3766,1.4711,0.2806,0.0642,17.0464,15.7578
540000,西藏自治区,2007,11.6087,6.4301,0.2493,0.4515,5.3749,0.3544,5.0362,2.6753,0.8932,1.2042,0.2635,0.1424,14.7994,12.9169
540000,西藏自治区,2006,9.8187,5.6321,0.4426,0.5708,4.1154,0.5033,4.1856,2.2234,0.7924,0.8261,0.3437,,12.2172,11.1203
540000,西藏自治区,2005,7.0684,3.1078,0.1784,0.4152,2.2263,0.2879,3.9568,2.1744,0.9351,0.5703,0.277,,12.3716,10.2234
540000,西藏自治区,2004,8.2388,4.9427,0.1974,0.5725,4.0835,0.0893,3.2711,2.4704,0.6204,0.1348,0.0455,0.025,12.1735,11.3573
540000,西藏自治区,2003,6.0575,3.7381,0.1319,0.4049,3.0372,0.1641,2.3024,1.7732,0.289,0.1956,0.0446,0.017,9.3751,8.1998
540000,西藏自治区,2002,5.87,3.12,0.14,0.41,2.52,0.06,2.72,2.09,0.33,0.12,0.18,0.03,8.2,7.03
540000,西藏自治区,2001,5.1633,2.5975,,,,,2.4655,,,,,0.09,6.8231,5.9685
540000,西藏自治区,2000,4.5,2.3,,,,,2.12,,,,,0.08,6.67,6.59
610000,陕西省,2019,675.9584,608.0086,4.2727,1.7211,596.7135,5.3013,63.3252,17.5731,1.6462,44.0753,0.0306,4.6246,1170.8752,1105.0146
610000,陕西省,2018,616.8042,549.9397,4.0782,1.8037,538.3994,5.6584,62.6066,18.7631,2.7503,41.0472,0.046,4.2579,1094.5188,1025.8433
610000,陕西省,2017,549.5138,489.6337,3.7368,1.8903,478.0501,5.9565,56.0368,16.6215,2.9461,36.4053,0.0639,3.8433,1024.2234,953.2932
610000,陕西省,2016,491.2336,435.697,3.5518,2.0348,422.6778,7.4326,51.8688,14.9108,3.1617,33.6874,0.1089,3.6678,947.1527,873.3106
610000,陕西省,2015,438.1212,383.0307,3.3199,2.1674,367.46,10.0834,51.4201,14.6472,3.6067,33.0031,0.1631,3.6704,885.3558,807.9673
610000,陕西省,2014,384.8785,331.6381,3.2132,2.1292,315.5763,10.7194,49.8575,14.093,3.7154,31.8857,0.1634,3.3829,818.797,738.2595
610000,陕西省,2013,336.0787,284.5156,3.277,2.4387,266.7817,12.0182,47.8785,13.7747,4.7139,29.1972,0.1927,3.6846,731.1213,647.5704
610000,陕西省,2012,284.6356,235.6141,3.1801,3.0595,217.6324,11.7421,45.5418,13.3744,6.8917,25.0397,0.236,3.4797,680.148,595.5872
610000,陕西省,2011,236.4335,191.5548,3.0094,3.5031,173.7649,11.2774,41.7405,12.5012,8.0807,20.8616,0.297,3.1382,588.8438,502.4806
610000,陕西省,2010,190.64,151.64,2.69,3.5,134.86,10.59,36.32,10.86,8.09,17.02,0.35,2.68,507.35,424.02
610000,陕西省,2009,146.2733,115.0088,2.433,3.4208,99.4166,9.7384,28.9718,7.8286,7.8459,12.8272,0.4701,2.2927,486.626,389.1483
610000,陕西省,2008,111.6641,85.8367,2.1564,3.3638,71.4007,8.9158,22.0754,4.3434,7.3273,9.7917,0.613,3.752,435.6597,339.3963
610000,陕西省,2007,91.1311,68.5341,2.0131,3.4214,54.7682,8.3314,19.8889,3.7658,6.9708,8.2821,0.8702,2.7081,323.5751,241.9822
610000,陕西省,2006,75.695,56.1251,1.8378,3.4205,42.8194,8.0474,17.763,3.1465,6.4576,7.1165,1.0424,1.8069,280.1612,215.8869
610000,陕西省,2005,63.2089,42.8379,1.7592,3.1588,30.7627,7.1572,18.82,2.9398,6.9674,6.42,2.4928,1.551,316.8124,208.6166
610000,陕西省,2004,62.5319,41.8441,2.3832,5.6771,24.5258,9.258,19.0175,2.8423,7.5032,6.0982,2.5738,1.6703,221.6942,149.9104
610000,陕西省,2003,54.0104,34.9878,2.251,5.2198,18.6227,8.8943,17.8767,2.3608,7.4233,5.4156,2.677,1.1459,216.3228,128.1652
610000,陕西省,2002,48.34,32.38,2.07,9.83,15.01,5.47,14.62,1.8,7.31,4.38,1.13,1.34,215.98,148.73
610000,陕西省,2001,45.3396,26.6019,,,,,15.3317,,,,,3.41,187.8055,137.7099
610000,陕西省,2000,36.47,19.42,,,,,14.02,,,,,3.03,150.68,86.33
620000,甘肃省,2019,343.2959,281.8873,2.3927,1.0768,277.4002,1.0176,59.2059,10.7833,2.5829,45.8232,0.0165,2.2027,670.4292,569.1807
