省份编码,省份,年份,受灾面积(千公顷),水灾受灾面积(千公顷),旱灾受灾面积(千公顷),风雹灾受灾面积(千公顷),冷冻灾受灾面积(千公顷),成灾面积(千公顷),水灾成灾面积(千公顷),旱灾成灾面积(千公顷),风雹灾成灾面积(千公顷),冷冻灾成灾面积(千公顷)
630000,青海省,2011,285.5,27.7,184.7,65.8,7.3,42.3,13.9,19.1,9.3,0.0
630000,青海省,2010,111.3,22.3,46.1,42.9,0.0,58.0,6.7,28.9,22.4,0.0
630000,青海省,2009,159.58,12.78,33.9,72.6,40.2,74.1366666666667,3.67,17,52.2666666666667,1.1
630000,青海省,2008,122.3,9.8,66.4,10.7,31.2,73.3,1.3,44.5,4.8,19.2
630000,青海省,2007,152.366666666667,10.5,68.3333333333333,23.0666666666667,50.4666666666667,81.7333333333333,5.0,35,15.6,26.1333333333333
630000,青海省,2006,323.6,21.8,205.9,87.5,8.1,240.0,16.0,186.2,35.5,2.3
630000,青海省,2005,106.9,0.5,80,25.1,1.3,32.7,,20.7,12.0,
630000,青海省,2004,156.58,16.08,40.5,23,77.0,86.73,11.73,6,13.0,56.0
630000,青海省,2003,174,14.0,141,13,6.0,103.4,11.3,80,9.1,3.0
630000,青海省,2002,337,18.0,300,14,5.0,244.0,15.0,218,11.0,
630000,青海省,2001,307,35.0,267,5,,125.0,21.0,100,4.0,
630000,青海省,2000,444,25.0,404,15,,345.0,19.0,313,13.0,
640000,宁夏回族自治区,2019,29,,6,16,3.0,7.0,,,5.0,
640000,宁夏回族自治区,2018,148.1,69.9,0,21.5,56.7,83.7,40.6,0,16.4,26.7
640000,宁夏回族自治区,2017,174.4,7.0,130.7,33.9,2.8,113.0,4.8,81.7,23.7,2.8
640000,宁夏回族自治区,2016,390.434606433333,11.7,279.2,33.3333333333333,66.2012731,239.529806933333,10.6,174.6,13.3333333333333,40.9964736
640000,宁夏回族自治区,2015,218.8,4.6,172.1,38.1,4.0,167.0,3.0,138.9,21.7,3.4
640000,宁夏回族自治区,2014,438.3,1.6,227.8,94.2,114.7,156.3,0.4,59.3,59.1,37.5
640000,宁夏回族自治区,2013,301.3,54.3,194,8.3,44.7,160.4,12.5,113.2,4.7,30.0
640000,宁夏回族自治区,2012,260.3,60.5,104,35.5,60.3,103.4,31.5,47.3,20.3,4.3
640000,宁夏回族自治区,2011,434.7,8.7,366.7,54.6,4.7,154.0,1.8,124,24.9,3.3
640000,宁夏回族自治区,2010,145.4,17.3,15.7,58,54.4,56.0,14.0,0,37.9,4.1
640000,宁夏回族自治区,2009,365.533333333333,30.0,307.7,3.53333333333333,24.3,126.666666666667,15.3,106,2.86666666666667,2.5
640000,宁夏回族自治区,2008,666.57,4.5,494,102.07,66.0,282.733333333333,3.6,223,29.8,26.3333333333333
640000,宁夏回族自治区,2007,611.3,37.4,341,45.2,187.7,373.466666666667,32.0,272,23.9333333333333,45.5333333333333
640000,宁夏回族自治区,2006,622.3,77.9,511.9,6.5,26.0,263.1,23.1,209.5,6.5,24.0
640000,宁夏回族自治区,2005,482.8,5.4,420.9,39.7,16.8,335.4,3.1,300.8,25.9,5.6
640000,宁夏回族自治区,2004,544.9,23.0,183,44.9,294.0,297.0,20.0,83,21.0,173.0
640000,宁夏回族自治区,2003,245.4,31.0,183,27.9,3.5,178.8,22.0,131,23.5,2.3
640000,宁夏回族自治区,2002,352,77.0,99,141,35.0,237.0,42.0,78,90.0,27.0
640000,宁夏回族自治区,2001,360,11.0,264,65,20.0,212.0,3.0,160,39.0,10.0
640000,宁夏回族自治区,2000,526,27.0,450,49,,370.0,22.0,320,28.0,
650000,新疆维吾尔自治区,2019,573,,,549,7.0,246.0,,,239.0,
650000,新疆维吾尔自治区,2018,746,35.8,10,643.7,56.5,501.9,27.0,9.7,434.9,30.3
650000,新疆维吾尔自治区,2017,287.5,43.9,17.1,204.5,22.0,226.6,23.1,13.4,171.5,18.6
650000,新疆维吾尔自治区,2016,808.08737003,418.7088,19.5,359.94977003,9.9288,506.448266666667,289.8088,19.3,192.466666666667,4.8728
650000,新疆维吾尔自治区,2015,960,90.3,224,568.5,77.2,589.4,55.2,85.3,400.4,48.5
650000,新疆维吾尔自治区,2014,1848.6,30.6,576.3,812.2,429.5,1062.2,32.5,190.8,575.8,263.1
650000,新疆维吾尔自治区,2013,564.8,70.4,134.6,321,38.8,390.6,30.6,99,244.5,16.5
650000,新疆维吾尔自治区,2012,1125.8,44.7,522.2,431.5,126.6,619.0,20.7,217.8,285.2,94.5
650000,新疆维吾尔自治区,2011,678.3,62.6,142.3,278.8,194.6,348.0,19.0,75.3,194.3,59.3
650000,新疆维吾尔自治区,2010,1306.7,183.1,300.3,392.4,430.9,649.1,70.7,209.1,102.5,266.8
650000,新疆维吾尔自治区,2009,1244.3,8.6,539.6,615.466666666667,80.6,778.146666666667,4.28,366.2,360.866666666667,46.8
650000,新疆维吾尔自治区,2008,2171.7,27.7,1050,220.8,873.2,1326.09333333333,16.26,560.5,148.8,600.6
650000,新疆维吾尔自治区,2007,950.1,131.1,459,200,160.0,568.233333333333,42.2333333333333,306,120.0,100.0
650000,新疆维吾尔自治区,2006,735.3,41.4,351.8,165.9,175.6,579.3,23.3,322.7,93.3,140.0
650000,新疆维吾尔自治区,2005,516.6,88.24,355.8,62.56,10.0,352.1,47.6,272.1,25.7,6.7
650000,新疆维吾尔自治区,2004,741.76613,42.536,369.3082,196.86965,55.15445,436.07,24.07,273,124.0,15.0
650000,新疆维吾尔自治区,2003,767.7,82.0,397,163.7,125.0,516.0,53.0,316,89.0,58.0
650000,新疆维吾尔自治区,2002,520,160.0,168,82,110.0,184.0,59.0,94,4.0,27.0
650000,新疆维吾尔自治区,2001,1099.5,42.5,415,404,238.0,581.0,27.0,327,147.0,80.0
650000,新疆维吾尔自治区,2000,640,22.0,369,219,30.0,359.0,14.0,217,118.0,10.0
