省份编码,省份,年份,有效灌溉面积(千公顷),农用化肥施用折纯量(万吨),农用氮肥施用折纯量(万吨),农用磷肥施用折纯量(万吨),农用钾肥施用折纯量(万吨),农用复合肥施用折纯量(万吨),乡村办水电站个数(个),乡村办水电站装机容量(万千瓦),农村用电量(亿千瓦小时)
620000,甘肃省,2006,1050.24,76.5,36.72,15.42,4.48,19.88,255,14.61,35.041821
620000,甘肃省,2005,1030.43,75.92,36.61,15.47,4.37,19.47,234,8.11,33.851002
620000,甘肃省,2004,1003.33,72.39,35.18,14.79,4.02,18.4,213,6.04,41.395125
620000,甘肃省,2003,994.44,69.57,34.13,14.32,4.02,17.1,223,5.03,31.711934
620000,甘肃省,2002,988.27,69.41,34.49,16.29,3.37,15.26,223,4.79,28.992949
620000,甘肃省,2001,982.3,66.06,32.94,15.35,3.1,14.67,224,3.2,27.441208
620000,甘肃省,2000,981.47,64.54,30.03,18.6,2.37,13.54,229,2.91,29.430807
630000,青海省,2019,213.327,6.19,2.62,0.95,0.21,2.41,251,,7.1358
630000,青海省,2018,214.04,8.32,3.45,1.44,0.18,3.25,251,109.7135,6.5515
630000,青海省,2017,206.61,8.67,3.54,1.46,0.19,3.48,251,109.6695,6.4153
630000,青海省,2016,202.35,8.76,3.62,1.5,0.18,3.46,250,108.3425,5.9432468
630000,青海省,2015,196.988,10.13,4.08,1.77,0.26,4.01,245,103.2565,5.9078
630000,青海省,2014,182.494,9.74,3.98,1.7,0.27,3.79,3,95.4245,4.9557
630000,青海省,2013,186.895,9.8,3.86,1.53,0.26,4.15,236,88.2985,4.5027
630000,青海省,2012,251.67,9.3,3.77,1.26,0.37,3.91,239,86.5535,4.4595
630000,青海省,2011,251.67,8.27,3.65,1.26,0.38,2.98,231,82.0685,4.0709
630000,青海省,2010,251.67,8.76,3.53,0.86,0.34,4.03,213,74.465,3.8342
630000,青海省,2009,251.67,7.96,3.45,1.27,0.27,2.97,206,59.383,3.7782
630000,青海省,2008,251.65,8.11,3.32,0.79,0.25,3.75,185,49.519,3.6939
630000,青海省,2007,176.59,7.55,3.23,1.47,0.27,2.58,46,2.7,3.4533
630000,青海省,2006,176.32,7.17,3.2,1.52,0.26,2.19,51,4.28,3.1838
630000,青海省,2005,176.5,6.99,3.13,1.62,0.27,1.97,50,4.26,2.9923
630000,青海省,2004,180.3,6.57,2.95,1.58,0.21,1.83,49,4.07,2.9486
630000,青海省,2003,181.73,6.85,3.13,1.55,0.32,1.85,52,4.23,2.878867
630000,青海省,2002,193.5,7.15,3.26,1.6,0.32,1.97,54,2.73,2.2468
630000,青海省,2001,208.33,7.15,3.35,1.47,0.32,2.01,56,1.84,2.4427
630000,青海省,2000,211.42,7.17,3.34,1.39,0.28,2.16,57,1.64,2.3005
640000,宁夏回族自治区,2019,538.286,38.4379586786724,16.1810339719147,4.00250233632668,2.72999143038606,15.524430940045,3,,16.11562
640000,宁夏回族自治区,2018,523.447,38.3746598166608,16.3650959408705,4.05365129987628,2.76767603774441,15.1882365381695,3,0.624,15.05227
640000,宁夏回族自治区,2017,511.45,40.7994,17.3544,4.3426,2.7782,16.3242,3,0.624,14.627886
640000,宁夏回族自治区,2016,515.15,40.72,17.41,4.44,2.66,16.21,3,0.624,14.164228
640000,宁夏回族自治区,2015,506.53,40.0881094639967,17.3106925900485,4.52831139909359,2.67064104952234,15.5784644253323,3,0.544,13.787385
640000,宁夏回族自治区,2014,498.91,39.668206709359,17.8435461297385,4.49600314735454,2.51082892040767,14.8178285118582,248,0.544,13.558883
640000,宁夏回族自治区,2013,498.56,40.44,18.54,4.45,2.37,15.08,3,0.544,13.83741
640000,宁夏回族自治区,2012,491.35,39.44,18.15,4.4,2.22,14.67,3,0.544,12.750728
640000,宁夏回族自治区,2011,477.59,38.24,17.656789414953,4.24121298069505,2.36336266817816,13.9762125362552,1,0.32,12.009
640000,宁夏回族自治区,2010,464.602,37.928095674889,17.7377280408098,4.15024637181314,2.17793144595925,13.8621898163068,1,0.32,10.9588
640000,宁夏回族自治区,2009,453.55,35.54,16.64,4.03,2.12,12.75,1,0.32,10.1055
640000,宁夏回族自治区,2008,451.94,34.75,16.65,4.16,1.82,12.12,1,0.32,10.9471
640000,宁夏回族自治区,2007,426.2,34.63,16.55,3.95,1.49,12.64,,,10.6276
640000,宁夏回族自治区,2006,427.28,31.92,15.66,3.85,1.11,11.3,,,10.1059
640000,宁夏回族自治区,2005,423.533,29.93,13.81,3.64,1.12,11.36,,,9.2507
640000,宁夏回族自治区,2004,406.28,27.61,14.25,3.26,1.0,9.1,,,8.998
640000,宁夏回族自治区,2003,413.19,25.36,13.96,3.27,0.73,7.42,,,8.58
640000,宁夏回族自治区,2002,410.01,24.99,14.47,3.01,0.56,6.95,,,8.2273
640000,宁夏回族自治区,2001,405.37,24.55,14.25,2.99,0.49,6.82,,,7.861547
640000,宁夏回族自治区,2000,398.79,23.58,13.6,3.05,0.34,6.59,,,7.939198
650000,新疆维吾尔自治区,2019,4959.89,257.7627,109.5433,64.47559,22.66316,61.08064,646,,124.8251
650000,新疆维吾尔自治区,2018,4883.46,254.99,109.8762,65.1372,20.8582,59.1199,366,213.8216,119.5448
650000,新疆维吾尔自治区,2017,4952.29,250.74,109.636,64.876,20.4,55.83,380,204.9251,111.1328
650000,新疆维吾尔自治区,2016,4982.03,250.1933,112.6256,68.1857,20.076,49.306,370,189.0986,108.157551
650000,新疆维吾尔自治区,2015,4944.92,248.092995,109.796094,66.201976,20.572903,51.522022,366,186.6166,104.068423
650000,新疆维吾尔自治区,2014,4831.8914,236.98,105.7,61.31,19.77,50.2,95,151.9771,96.52158
650000,新疆维吾尔自治区,2013,4769.8895,203.2213,92.3506,50.9967,14.0959,45.7781,338,142.1441,83.922914
650000,新疆维吾尔自治区,2012,4029.07,192.7,88.89,48.92,13.15,41.74,335,121.78,75.808142
650000,新疆维吾尔自治区,2011,3884.57,183.68,85.54,46.28,11.73,40.13,461,113.6235,71.649416
650000,新疆维吾尔自治区,2010,3721.601,167.56,78.66,42.26,10.26,36.38,455,103.0943,64.2889
650000,新疆维吾尔自治区,2009,3675.677,154.98,73.81,39.99,9.81,34.18,456,93.65,58.7162
650000,新疆维吾尔自治区,2008,3572.493,148.89,71.39,37.98,8.02,31.5,452,86.6121,53.8762
650000,新疆维吾尔自治区,2007,3465.4,131.52,63.54,33.93,6.51,27.54,116,10.15,45.84305
650000,新疆维吾尔自治区,2006,3334.83,119.645,58.445,30.17,5.54,25.49,127,10.135,41.155665
650000,新疆维吾尔自治区,2005,3204.26,107.77,53.35,26.41,4.57,23.44,138,10.12,36.46828
650000,新疆维吾尔自治区,2004,3106.64,99.17,48.87,23.56,3.68,23.06,130,9.0,32.6299
650000,新疆维吾尔自治区,2003,3051.0,90.74,45.02,22.25,2.97,20.5,146,10.0,29.948
650000,新疆维吾尔自治区,2002,3053.9,84.3,43.12,20.44,2.53,18.21,182,11.5,28.26036
650000,新疆维吾尔自治区,2001,3138.09,83.3,42.7,21.25,2.38,16.97,216,11.55,25.455401
650000,新疆维吾尔自治区,2000,3094.28,79.16,42.79,17.72,2.37,16.28,195,6.48,24.452079
