省份编码,省份,年份,大牲畜年底头数(万头),牛期末数量(万头),马期末数量(万头),驴期末数量(万头),骡期末数量(万头),骆驼期末数量(万头),猪年底头数(万头),羊年底只数(万头),山羊期末数量(万头),绵羊期末数量(万头)
540000,西藏自治区,2002,633.28,577.13,42.4,12.36,1.39,,23.7,1782.39,642.58,1139.81
540000,西藏自治区,2001,607.28,552.7,40.77,12.34,1.47,,23.9,1728.9,617.556428038475,1111.34357196152
540000,西藏自治区,2000,578.57,526.24,38.51,12.51,1.31,,23.5,1664.27,589.43,1074.84
610000,陕西省,2019,153.5491,150.17,0.2346,2.7834,0.3611,,795.6980136,815.05,676.4915,138.5585
610000,陕西省,2018,153.11713182,149.87093182,0.2319,2.6527,0.3616,,839.04044,866.75892,715.72628,151.03264
610000,陕西省,2017,154.50632,151.23202,0.2233,2.6961,0.3549,,854.42376,868.52096,712.042445538698,156.478514461302
610000,陕西省,2016,163.7832,147.98,0.7121,11.744,3.3471,,827.93,678.532,555.35,123.182
610000,陕西省,2015,163.8829,146.75,0.7082,12.8527,3.572,,845.99242,701.93,573.22,128.71
610000,陕西省,2014,168.2171,150.62,0.8069,12.9021,3.8881,,879.41,700.166448,567.13482288,133.03162512
610000,陕西省,2013,160.878189761902,143.127289761902,0.6657,13.0354,4.0498,,897.9,638.838079574796,526.4,112.438079574796
610000,陕西省,2012,165.8178,146.7978,0.7,13.49,4.83,,900.24,644.929,542.898074796011,102.030925203989
610000,陕西省,2011,170.143,150.1,0.7337,14.168,5.1413,,880.0,643.0,529.505084226646,113.494915773354
610000,陕西省,2010,186.35,165.0,0.71,15.23,5.41,,884.4385715,635.21556,526.704250623589,108.511309376411
610000,陕西省,2009,193.02,169.0,0.78,16.82,6.42,,920.3315,670.2,539.917085619726,130.282914380274
610000,陕西省,2008,194.6,166.0,0.95,20.02,7.63,,880.7,681.55705354,576.750207325565,104.806846214434
610000,陕西省,2007,193.47,166.0,0.99,18.72,7.76,,851.6,667.53874,539.946853652844,127.591886347156
610000,陕西省,2006,190.4736,160.6636,1.09,20.08,8.64,,804.5254,606.8534,786.73,213.81
610000,陕西省,2005,340.53,308.95,1.24,21.85,8.49,,764.1,930.87,709.55,221.32
610000,陕西省,2004,335.08,300.9,1.3,23.43,9.45,,756.6,941.76,733.02,208.74
610000,陕西省,2003,322.4,285.55,1.45,25.14,10.26,,722.1,877.18,681.32,195.86
610000,陕西省,2002,306.86,267.55,1.43,26.74,11.14,,735.2,760.06,594.41,165.65
610000,陕西省,2001,296.64,255.8,1.64,27.4,11.8,,674.0,664.5,533.566059174091,130.933940825909
610000,陕西省,2000,301.92,257.71,1.8,29.95,12.46,,639.9,635.34,499.87,135.47
620000,甘肃省,2019,518.13,458.2,11.55,32.52,12.83,3.03,480.3212,1987.1,429.2,1557.9
620000,甘肃省,2018,504.5826,440.4,11.7319,34.5039,14.9558,2.991,545.2,1885.884462,407.347905065065,1478.53655693494
620000,甘肃省,2017,491.202548,424.311515,11.85,36.547455,15.787996,2.705582,551.32,1839.88728,398.305630271076,1441.58164972892
620000,甘肃省,2016,608.5737,446.6437,14.97,101.54,42.76,2.66,580.20967,1877.436,407.38179140853,1470.05420859147
620000,甘肃省,2015,614.14,450.7,15.07,102.71,43.15,2.51,600.01,1939.5,421.1,1518.4
620000,甘肃省,2014,618.82,454.6,15.19,103.17,43.45,2.41,619.6,1960.5,426.1,1534.4
620000,甘肃省,2013,597.155879526163,432.135879526163,14.9,103.85,44.06,2.21,608.85,1825.44149409983,398.5,1426.94149409983
620000,甘肃省,2012,587.64628,425.63628,14.36,102.49,43.03,2.13,590.7,1788.74816,380.118846969563,1408.62931303044
620000,甘肃省,2011,593.14,433.88,14.16,101.18,41.91,2.01,560.3,1757.12,376.585,1380.535
620000,甘肃省,2010,595.03,435.0,13.55,101.95,42.69,1.84,567.20327,1749.3,376.1,1373.2
620000,甘肃省,2009,591.18,432.45,13.6,100.68,43.0,1.45,568.91,1726.66,386.4186207,1340.2413793
620000,甘肃省,2008,583.76,423.61,13.7,101.0,44.0,1.45,564.81,1675.0,340.4,1334.6
620000,甘肃省,2007,576.24,415.25,13.72,101.77,44.05,1.45,561.973810927043,1594.39,334.15,1260.24
620000,甘肃省,2006,593.7018,395.4318,24.34,112.12,59.54,2.27,590.0013,1523.399,344.65,1228.75
620000,甘肃省,2005,614.69,476.85,24.52,113.33,61.33,2.17,650.15,1526.34,338.8,1187.5
620000,甘肃省,2004,586.49,381.29,25.44,116.62,61.09,2.05,641.01,1302.37,301.971110519667,1000.39888948033
620000,甘肃省,2003,599.14,390.43,26.4,117.51,62.4,2.4,630.15,1236.29,303.9,932.4
620000,甘肃省,2002,590.91,378.96,26.06,120.65,63.28,1.96,625.1,1209.06,307.222146,901.837854
620000,甘肃省,2001,565.85,349.39,25.69,124.54,64.18,2.05,596.0,1172.86,301.08,871.78
620000,甘肃省,2000,562.84,343.43,26.37,125.31,65.55,2.18,548.2,1163.25,301.23,862.02
630000,青海省,2019,508.87,494.61,11.53,0.64,0.42,1.67,34.65,1326.88,162.68,1164.2
630000,青海省,2018,527.624114828883,514.334114828883,11.59,0.44,0.14,1.12,78.18,1336.07583,180.023119667914,1156.05271033209
630000,青海省,2017,559.25,546.56,11.1,0.45,0.22,0.92,82.68,1387.41,180.03,1207.38
630000,青海省,2016,512.453591621343,483.683591621343,18.89,4.05,4.58,1.25,123.603884692462,1390.6835793792,182.806710531531,1207.87686884767
630000,青海省,2015,485.47,455.26,19.52,4.38,5.22,1.09,118.38992,1435.0,191.45,1243.55
630000,青海省,2014,484.74,452.93,19.04,5.51,6.21,1.05,120.56,1457.07,190.38,1266.69
630000,青海省,2013,484.688199427397,452.188199427397,19.36,5.21,6.87,1.06,120.83,1460.21,191.76,1268.45
630000,青海省,2012,458.9764,425.1464,20.06,5.43,7.22,1.12,116.68,1446.31,193.28,1253.03
630000,青海省,2011,478.79,442.4,22.29,5.4,7.71,0.99,115.2,1497.54,193.64,1303.9
630000,青海省,2010,485.74,450.25,21.51,5.38,7.75,0.85,113.150916,1505.15778688221,194.314139403463,1310.84364747875
630000,青海省,2009,480.66,444.62,21.36,5.64,8.22,0.82,109.77,1497.75,227.59,1270.16
630000,青海省,2008,484.24,445.35,21.84,6.41,9.79,0.85,107.21,1499.400474,267.474556727197,1231.9259172728
630000,青海省,2007,478.88,447.11,16.59,6.12,8.58,0.48,88.7838899224806,1497.08,230.7,1266.38
630000,青海省,2006,495.53,450.37,23.09,7.59,13.77,0.71,89.0139,1501.8437,333.86,1446.77
630000,青海省,2005,453.46,406.19,24.51,8.28,13.77,0.71,105.12,1765.68,330.2,1435.5
630000,青海省,2004,432.83,383.77,27.11,8.69,12.55,0.71,106.28,1763.71,328.82,1434.89
630000,青海省,2003,455.94,405.59,26.79,8.37,14.3,0.89,101.0,1761.69,315.66,1446.04
630000,青海省,2002,462.18,410.66,27.31,9.0,14.31,0.9,104.8,1732.85,295.62421,1437.22579
630000,青海省,2001,454.85,401.27,28.89,9.62,14.18,0.89,103.3,1676.79,279.558366185419,1397.23163381458
630000,青海省,2000,441.36,390.95,33.78,5.95,9.02,1.66,104.0,1642.04,272.58,1369.46
640000,宁夏回族自治区,2019,144.4215,140.8549,0.1214,3.2332,0.1786,0.0334,73.3718,568.4575,108.7788,459.6787
640000,宁夏回族自治区,2018,128.8795,124.6381,0.1064,3.8781,0.2223,0.0346,73.7537,534.281,107.1683,427.1127
640000,宁夏回族自治区,2017,123.0769,118.3334,0.1391,4.167,0.3982,0.0392,81.0350568595064,506.589363197478,99.7786005704949,406.810762626983
640000,宁夏回族自治区,2016,118.8978,112.97,0.1142,4.6972,1.0761,0.0403,68.9554,580.726236896,111.785533457291,468.940703438709
640000,宁夏回族自治区,2015,114.386411,107.566111,0.101,5.2027,1.4715,0.0451,65.470838,587.779592,113.293381,474.486211
640000,宁夏回族自治区,2014,110.922,103.1158,0.1694,5.7129,1.8938,0.0301,75.4325,611.9534,103.1124,508.841
640000,宁夏回族自治区,2013,105.2509,95.8,0.2266,6.8358,2.3574,0.0311,75.31,570.11,103.21,466.9
640000,宁夏回族自治区,2012,103.9705,94.43,0.2139,6.8523,2.4531,0.0212,69.45,506.35,102.12,404.23
640000,宁夏回族自治区,2011,103.0628,91.76,0.2692,7.7791,3.224,0.0305,68.31,479.45,125.88,353.57
640000,宁夏回族自治区,2010,102.96,90.68,0.31,8.5,3.44,0.03,73.69929,473.1,130.56,342.54
640000,宁夏回族自治区,2009,104.66,92.05,0.37,8.55,3.66,0.03,91.7,470.24,138.2,332.04
640000,宁夏回族自治区,2008,106.95,93.4,0.28,9.79,3.46,0.02,89.0,461.7,119.8,341.9
640000,宁夏回族自治区,2007,110.88,96.6,0.28,9.87,4.1,0.03,82.6363715990453,385.2,76.4,308.8
640000,宁夏回族自治区,2006,105.4973,90.2473,0.29,10.5,4.43,0.03,83.8369,348.299,78.18,367.12
640000,宁夏回族自治区,2005,116.3,98.1503565539627,0.43,12.82,4.89,0.05,122.710004641054,505.351184696724,86.4,419.0
640000,宁夏回族自治区,2004,108.0,85.65,0.49,16.07,5.75,0.04,117.63,493.49,83.36,410.13
640000,宁夏回族自治区,2003,95.8429461188769,70.5029461188768,0.65,17.59,7.04,0.06,125.053877154058,474.408534392693,97.04,377.37
640000,宁夏回族自治区,2002,90.45,62.36,0.71,18.9,8.41,0.07,126.2,476.03,128.147276,347.882724
640000,宁夏回族自治区,2001,85.52,54.5,1.01,20.27,9.65,0.09,110.6,467.2,146.387542523118,320.812457476882
640000,宁夏回族自治区,2000,92.1,60.5,1.0,19.93,10.59,0.08,120.3,394.27,130.44,263.83
650000,新疆维吾尔自治区,2019,629.77,479.4,95.45,36.14,0.3,18.48,306.84972,4153.75501163654,526.58757414954,3627.167437487
650000,新疆维吾尔自治区,2018,557.282954267786,457.15386793086,72.9501391187654,14.774243045388,0.046168674698795,12.3585354980737,335.794921185396,4159.67741490242,558.004124928795,3601.67328997362
650000,新疆维吾尔自治区,2017,534.260544020397,432.98832662,68.6069662921348,20.8190511082616,0.1462,11.7,342.682280109674,4317.91964641641,572.14065741977,3745.77898899664
650000,新疆维吾尔自治区,2016,570.753327,408.173327,89.01,54.59,0.83,18.15,297.43692,3915.7,509.1,3406.6
650000,新疆维吾尔自治区,2015,584.8909,396.9009,89.91,80.3,0.82,16.96,294.492,3995.65,523.64,3472.01
650000,新疆维吾尔自治区,2014,575.88,383.85,89.42,85.71,0.92,15.98,303.6,3883.98,506.37954115,3377.60045885
650000,新疆维吾尔自治区,2013,564.91545,371.13545,87.52,90.31,0.91,15.04,274.72005,3663.22424319101,525.834243191015,3137.39
650000,新疆维吾尔自治区,2012,565.77,365.93,86.84,97.97,1.06,13.97,265.43,3502.0465533,525.308934256758,2976.73761904324
650000,新疆维吾尔自治区,2011,523.0,318.2,85.66,104.73,1.08,13.33,254.0,3016.4053,489.67839037971,2526.72690962029
650000,新疆维吾尔自治区,2010,536.82,330.47,85.29,106.96,1.19,12.91,171.958302,3013.37,528.73,2484.64
650000,新疆维吾尔自治区,2009,536.87,330.8,84.6,107.17,1.35,12.95,180.42,3127.52726279296,569.44,2558.08726279296
650000,新疆维吾尔自治区,2008,543.39,335.98,83.85,109.25,1.45,12.86,176.95,3025.68,608.826848671537,2416.85315132846
650000,新疆维吾尔自治区,2007,601.14752,376.51752,89.93,119.0,1.91,13.79,137.2153811,3835.227,635.371873303577,3199.85512669642
650000,新疆维吾尔自治区,2006,605.6753,372.2053,92.09,124.94,2.14,14.3,134.6569,3921.5,654.26,3705.2
650000,新疆维吾尔自治区,2005,739.72,504.16,94.19,123.9,2.38,15.09,228.49,4355.5,659.75,3695.75
650000,新疆维吾尔自治区,2004,716.56,482.3,95.78,120.82,2.36,15.3,206.67,4266.73,669.47,3597.26
650000,新疆维吾尔自治区,2003,694.53,453.06,99.39,124.02,2.48,15.58,191.17,4104.3,657.15,3447.15
650000,新疆维吾尔自治区,2002,654.43,414.1,99.71,122.22,2.59,15.81,205.1,3908.2,626.4,3281.8
650000,新疆维吾尔自治区,2001,630.67,386.4,99.38,126.06,2.84,15.99,151.9,3764.9,601.143193408555,3163.75680659144
650000,新疆维吾尔自治区,2000,632.93,384.98,102.57,125.94,2.74,16.7,133.0,3690.21,586.7,3103.51
