省份编码,省份,年份,农业机械总动力(万千瓦),农用大中型拖拉机数量(台),农用大中型拖拉机动力(万千瓦),小型拖拉机数量(台),小型拖拉机动力(万千瓦),大中型拖拉机配套农具(部),小型拖拉机配套农具(部),农用排灌电动机数量(台),农用排灌电动机动力(万千瓦),农用排灌柴油机数量(台),农用排灌柴油机动力(万千瓦),联合收割机数量(台),联合收割机动力(万千瓦),机动脱粒机数量(台),渔用机动船数量(艘),渔用机动船动力(万千瓦)
520000,贵州省,2018,2376.65,18100,,124100,,1700,,,,,,3100,,767300,,
520000,贵州省,2017,2181.43,41700,,112900,,16881,29400,,,252900,,2800,,659200,,
520000,贵州省,2016,2041.06,42400,,103000,,16200,28500,297200,,245500,,2500,,588900,,
520000,贵州省,2015,2575.15,42800,,99200,,17100,30100,272300,,236800,,2300,,524600,,
520000,贵州省,2014,2458.4,42100,,95200,,16200,31000,256200,,211400,,1800,,427000,,
520000,贵州省,2013,2240.8,41900,,85800,,14500,28900,225000,,198700,,1600,,359800,,
520000,贵州省,2012,2106.65,39200,95.18,73100,88.38,14300,28800,210900,51.07,199500,116.68,1100,2.96,303300,,
520000,贵州省,2011,1851.4014,31222,72.9337,66362,80.597,13779,26145,190550,45.9151,184549,106.2683,695,1.9812,194655,,
520000,贵州省,2010,1730.308,25336,60.647,56550,68.419,13630,24690,190268,45.6643,187187,107.9301,642,1.8222,144426,,
520000,贵州省,2009,1606.4196,24969,58.9469,53422,65.446,12889,21449,181269,81.2499,182781,106.9003,602,1.7068,108567,,
520000,贵州省,2008,1537.5,23577,55.4637,48162,56.8315,11996,16386,171063,80.0142,174194,101.2481,507,1.5773,101645,,
520000,贵州省,2007,1411.74,19200,54.1,51100,62.73,8300,15500,175600,76.25,174200,98.94,440,2.481,83500,908,1.23
520000,贵州省,2006,1207.19,21700,61.3,47600,55.04,5210,14100,163100,67.58,127200,78.83,280,0.81,44500,200,3.33
520000,贵州省,2005,1011.518,13900,47.27,48270,52.96,4740,10260,160160,65.267,113010,80.52,132,0.303,26000,904,1.2099
520000,贵州省,2004,797.18,12100,31.7,47670,50.96,4000,9510,70910,36.75,85560,60.52,80,0.17,26000,1080,2.05
520000,贵州省,2003,761.991,10800,33.4,51810,49.27,4530,10170,60920,32.88,85100,60.446,80,0.129,25110,1120,1.961
520000,贵州省,2002,699.41,10400,29.9,52590,54.71,3100,10200,53960,31.98,78090,52.43,64,0.05,23800,700,1.086
520000,贵州省,2001,647.93,8800,27.08,53600,54.18,2000,7800,48000,27.83,72000,49.37,100,0.05,16900,400,0.46
520000,贵州省,2000,618.63,16800,45.71,55000,55.34,1600,7500,44500,26.31,67400,43.22,53,0.08,11100,700,1.05
530000,云南省,2019,2714.4016976,69191,,294960,,35196,,,,,,8000,,528000,,
530000,云南省,2018,2693.51,79100,,305400,,34600,,,,,,8500,,484400,,
530000,云南省,2017,3534.53,320900,,374600,,67600,356500,,,233300,,8300,,454200,,
530000,云南省,2016,3440.64,321300,,374400,,65200,359700,150700,,228400,,8100,,419000,,
530000,云南省,2015,3333.04,317600,,371800,,61600,354400,147200,,224600,,7200,,402200,,
530000,云南省,2014,3215.03,301300,,368300,,56400,344400,131100,,220100,,6600,,369300,,
530000,云南省,2013,3070.33,287000,,377000,,48600,339600,121600,,215800,,5800,,353000,,
530000,云南省,2012,2874.45,267700,618.83,371200,381.78,45400,320800,108700,81.58,204400,105.03,5100,16.07,339200,,
530000,云南省,2011,2628.39,243300,543.39,355200,368.71,38600,305100,91600,74.21,185800,93.78,4314,13.52,318500,,
530000,云南省,2010,2411.05,225000,494.09,339200,358.19,31500,276900,86400,71.86,152900,77.67,3513,10.81,271000,,
530000,云南省,2009,2159.402,208981,446.2993,321202,338.5816,27853,257875,73816,71.4845,131728,67.4832,3016,9.5412,243051,,
530000,云南省,2008,2013.92,175100,378.93,295700,311.68,19100,223000,67800,69.65,122300,62.44,2500,7.51,218000,,
530000,云南省,2007,1861.91,75097,181.0,286199,328.12,15078,202281,59076,66.34,104176,51.75,2168,5.75,176746,372,0.34
530000,云南省,2006,1763.98,60037.5,151.19,280481.5,317.74,13311.5,191550,56347.5,65.77,95919.5,50.775,1659,4.14,150356.5,346,0.36
530000,云南省,2005,1666.05,44978,121.38,274764,307.36,11545,180819,53619,65.2,87663,49.8,1150,2.53,123967,320,0.38
530000,云南省,2004,1608.48,23800,76.2,304830,310.38,9002,166610,71695,62.0,71700,61.98,817,1.72,115708,330,0.33
530000,云南省,2003,1542.91,25300,75.5,305106,307.14,9051,171968,44035,61.05,64327,33.92,652,1.36,112380,258,0.28
530000,云南省,2002,1460.43,20600,64.02,299060,303.93,10319,164603,44184,63.54,60337,32.43,483,0.97,115791,238,0.29
530000,云南省,2001,1397.83,16700,53.66,304826,299.85,8055,157866,42135,62.64,56264,29.88,484,0.94,115710,300,0.59
530000,云南省,2000,1301.34,38300,101.62,300694,299.36,8138,150317,42900,62.9,51300,28.09,450,0.8,111029,327,0.37
540000,西藏自治区,2019,559.0217,68202,,207840,,734,,,,,,5000,,56000,,
540000,西藏自治区,2018,545.7782,67393,,206388,,690,,,,,,4600,,56200,,
540000,西藏自治区,2017,523.09,129100,,136800,,134900,88600,,,7600,,4500,,56100,,
540000,西藏自治区,2016,635.14,122300,,134000,,130300,82200,1100,,7700,,4100,,55600,,
540000,西藏自治区,2015,619.69,107700,,144000,,85600,107000,1000,,7600,,5500,,61300,,
540000,西藏自治区,2014,570.82,88800,,141300,,71200,96700,900,,7500,,5500,,59300,,
540000,西藏自治区,2013,517.3,66400,,138300,,50300,91000,900,,6600,,5400,,51900,,
540000,西藏自治区,2012,464.95,51400,104.21,136500,163.83,31800,85800,900,0.81,5300,4.8,5300,25.47,47100,,
540000,西藏自治区,2011,427.9006,36465,77.8733,133658,160.3896,21043,79162,900,0.81,3319,2.9871,5168,25.3124,46737,,
540000,西藏自治区,2010,378.06,25500,50.13,130300,155.1,14600,58400,900,0.81,1950,1.37,5100,23.97,41900,,
540000,西藏自治区,2009,358.44,13100,40.4,94500,153.67,7100,32200,1200,0.6,3591,3.84,3700,9.04,35300,,
540000,西藏自治区,2008,349.64,12100,38.44,90500,147.67,4900,25300,1200,1.46,2900,3.34,29100,6.14,22600,,
540000,西藏自治区,2007,329.42,9973,30.74,88321,145.75,3486,21294,3000,3.9,3500,5.14,2261,3.91,21574,,0.0
540000,西藏自治区,2006,280.14,8315.5,24.91,83670,117.815,3008.5,17849.5,2007.5,2.64,2636.5,2.405,2557,4.66,19015.5,,
540000,西藏自治区,2005,230.86,6658,19.08,79020,89.88,2531,14405,2979,3.92,2744,2.62,2853,5.41,16457,,
540000,西藏自治区,2004,191.63,5818,18.36,64899,81.63,2209,16174,2349,2.16,3370,3.23,3013,4.94,13538,,
540000,西藏自治区,2003,181.19,3200,15.89,50600,66.22,2507,15252,2420,1.71,4675,4.31,2176,3.59,13032,0,0.0
540000,西藏自治区,2002,145.8,1900,10.7,30400,51.3,2558,11684,1487,1.6,3596,3.63,625,0.56,11165,0,0.0
540000,西藏自治区,2001,123.21,1900,0.0,38318,40.99,2136,10424,1075,1.17,2853,2.72,169,0.26,8201,0,0.0
540000,西藏自治区,2000,114.52,2025,12.69,30999,33.22,1033,11450,1476,1.46,2608,2.45,129,0.24,6859,,
610000,陕西省,2019,2331.4932435,103983,,216537,,112476,,,,,,42000,,502000,,
610000,陕西省,2018,2311.79,98380,,219900,,114800,,,,,,41600,,493000,,
610000,陕西省,2017,2242.51,123800,,213600,,224100,311800,,,49800,,43300,,488500,,
610000,陕西省,2016,2171.91,118200,,217300,,212700,306000,341200,,59900,,42700,,488900,,
610000,陕西省,2015,2667.27,111100,,218100,,199300,298600,333400,,57200,,41100,,418500,,
610000,陕西省,2014,2552.13,101700,,204400,,185900,300500,331200,,55700,,37400,,387200,,
610000,陕西省,2013,2452.72,99300,,198700,,176100,296200,322600,,55300,,35200,,360200,,
610000,陕西省,2012,2350.17,94100,315.1,184800,199.96,164100,285600,314500,171.38,53900,46.78,32200,156.03,346400,,
610000,陕西省,2011,2182.85,89100,298.7571,179700,200.84,149700,265800,295800,165.28,51800,44.77,29400,140.79,302300,,
610000,陕西省,2010,2000.0025,80809,262.2095,182548,198.6416,136233,269581,288503,158.1529,49573,42.6755,25960,117.2822,250780,,
610000,陕西省,2009,1832.9785,70674,223.5446,175625,184.3334,119795,261261,283610,159.9383,43091,38.8761,21431,94.9739,180600,,
610000,陕西省,2008,1709.8821,54836,179.9957,176139,191.2411,101702,257940,285050,162.0464,41244,36.4058,18888,82.6735,151165,,
610000,陕西省,2007,1576.07,45597,152.76,175610,208.8,75378,234788,270928,151.7,39069,35.41,18328,67.55,147689,705,0.45
610000,陕西省,2006,1452.43,37762,126.8,178993,194.3,60134,218191,256231,147.35,51408,37.88,17306,59.46,134990,556,0.36
610000,陕西省,2005,1406.27,35500,117.19,180049,204.64,57100,249872,254666,146.66,32990,28.98,15432,54.31,138868,553,0.24
610000,陕西省,2004,1307.01,26600,85.0,180758,198.87,49731,248337,249500,141.2,32100,27.7,13248,44.74,131445,413,0.23
610000,陕西省,2003,1228.08,29353,89.85,183756,208.83,46876,244466,247564,143.04,31748,28.25,11550,38.44,127278,296,0.18
610000,陕西省,2002,1166.46,28181,89.66,197235,218.79,42312,263960,257113,145.53,36848,29.29,11095,31.45,130328,104,0.09
610000,陕西省,2001,1099.76,24400,77.79,192292,209.58,39890,266580,252356,144.33,33458,28.3,10136,29.97,119382,78,0.08
610000,陕西省,2000,1042.89,26700,79.31,199300,220.54,36200,266000,234200,139.75,31300,26.31,8600,25.47,130500,256,0.23
620000,甘肃省,2019,2174.0114977,97174,,730414,,70744,,,,,,11000,,290000,,
620000,甘肃省,2018,2102.8,88800,,735000,,66400,,,,,,10700,,286400,,
620000,甘肃省,2017,2018.59,188700,,630300,,417000,1389700,,,27900,,10200,,281200,,
620000,甘肃省,2016,1903.9,175200,,629000,,385400,1369600,137500,,27700,,9600,,271500,,
620000,甘肃省,2015,2684.95,160300,,613200,,356400,1279600,136300,,26100,,8100,,255200,,
620000,甘肃省,2014,2545.71,144300,,598300,,311400,1223500,138100,,24800,,7000,,280000,,
620000,甘肃省,2013,2418.46,130400,,575600,,281700,1116500,130700,,24000,,5800,,255800,,
620000,甘肃省,2012,2279.08,116200,269.07,548500,565.4,261800,1051800,130500,144.22,23900,17.21,4900,25.33,195800,,
620000,甘肃省,2011,2136.48,92900,237.64,490700,531.22,262400,997000,124400,133.08,18900,16.99,4100,23.28,143328,,
620000,甘肃省,2010,1977.55,73200,180.93,460700,509.82,202300,920800,105700,130.0,20500,18.41,3600,18.73,134400,,
620000,甘肃省,2009,1822.65,58200,138.78,437200,480.06,181300,747200,103400,123.95,19500,17.5,2900,16.54,107700,,
620000,甘肃省,2008,1686.32,38300,100.3,423200,468.77,64500,803800,94400,125.3,18100,17.0,2200,11.5,93800,,
620000,甘肃省,2007,1577.27,31240,83.01,411560,453.89,57762,819872,87214,122.1,17093,16.26,2313,10.73,74152,0,0.0
620000,甘肃省,2006,1466.34,23999,67.86,384533,414.01,48757,765953,77914,117.43,16853,16.03,2271,10.27,69559,2,0.03
620000,甘肃省,2005,1406.92,18342,57.16,375612,402.74,28905,695766,77071,114.44,15473,15.68,1763,8.42,64765,2,0.03
620000,甘肃省,2004,1321.25,14347,48.76,363089,382.02,23662,666127,74962,108.99,16365,16.76,1587,7.42,60977,2,0.03
620000,甘肃省,2003,1255.38,12997,47.19,358402,372.26,18893,603209,71833,106.03,15505,16.19,1551,6.75,37491,9,0.03
620000,甘肃省,2002,1185.33,11733,45.45,331697,341.38,18437,573119,71804,107.9,15186,15.52,1344,6.17,37491,11,0.03
620000,甘肃省,2001,1122.04,12300,47.16,334418,339.79,18445,554863,70083,106.7,15198,16.09,1339,5.73,31922,20,0.04
620000,甘肃省,2000,1056.91,12260,48.01,328559,331.77,18118,528065,71755,105.34,15264,15.7,1387,5.71,29157,20,0.04
630000,青海省,2019,484.236477,13086,,256590,,16779,,,,,,3000,,45000,,
630000,青海省,2018,472.09,12200,,257700,,8828,,,,,,3100,,44400,,
630000,青海省,2017,462.35,18400,,252000,,19400,287400,,,600,,2700,,44000,,
630000,青海省,2016,458.56,17800,,257900,,18400,273200,2400,,500,,2500,,43500,,
630000,青海省,2015,453.87,16900,,258600,,14300,273000,2300,,500,,2300,,36400,,
630000,青海省,2014,440.9,15900,,258900,,11000,258300,2200,,400,,2000,,35600,,
630000,青海省,2013,410.58,11100,,243900,,7800,208400,2500,,300,,1400,,32800,,
630000,青海省,2012,434.99,10100,26.23,277100,265.24,6700,244600,2300,8.13,500,1.35,1300,8.43,25000,,
630000,青海省,2011,430.6928,9060,23.857188,275885,265.315957,5765,243690,2596,8.207491,475,1.31469,1214,7.911271,23580,,
630000,青海省,2010,421.31,8180,20.827,268830,254.44,5200,234500,2270,10.85,400,0.76,1150,7.446,28280,,
630000,青海省,2009,388.68,7900,20.33,256200,242.23,4300,228500,2000,10.52,400,0.76,1100,7.44,17500,,
630000,青海省,2008,355.68,4373,11.7987,245657,207.19,3600,199200,2230,10.77,670,1.14,950,6.62,14600,,
630000,青海省,2007,348.56,3002,10.44,245443,228.63,3424,180567,2243,8.85,775,1.27,736,5.03,13763,73,0.09
630000,青海省,2006,335.07,3063,10.85,230866,215.42,3263,162726,2210,8.66,755,1.26,667,4.53,13187,70,0.08
630000,青海省,2005,327.34,2745,10.35,221664,204.41,3900,154714,2129,8.66,747,1.16,657,4.56,12289,70,0.08
630000,青海省,2004,325.76,2861,10.94,230496,196.65,3211,145003,3066,10.04,669,1.11,632,4.48,11711,71,0.08
630000,青海省,2003,292.43,2700,12.5,200714,177.24,3595,132230,2059,7.41,815,1.34,658,4.74,9542,71,0.08
630000,青海省,2002,281.39,1700,11.1,190581,174.77,3441,130463,2252,7.79,828,1.27,651,4.75,9667,68,0.07
630000,青海省,2001,264.65,2400,9.77,178638,160.66,4194,123214,2178,7.93,680,0.96,676,5.71,9566,140,0.16
630000,青海省,2000,256.18,2409,10.46,167830,150.66,8249,113482,1993,7.62,732,1.03,670,4.95,8946,37,0.11
640000,宁夏回族自治区,2019,632.1529,42142,,170990,,26585,,,,,,10000,,21000,,
640000,宁夏回族自治区,2018,621.88,38700,,172800,,24700,,,,,,9400,,20300,,
640000,宁夏回族自治区,2017,605.38,60500,,154800,,100000,231200,,,4800,,9000,,20000,,
640000,宁夏回族自治区,2016,580.54,57300,,155700,,94600,232000,26600,,4800,,8700,,20400,,
640000,宁夏回族自治区,2015,831.26,53200,,161200,,90000,231100,26700,,4800,,8200,,21800,,
640000,宁夏回族自治区,2014,813.02,49100,,167800,,85400,231800,27100,,4700,,7600,,21000,,
640000,宁夏回族自治区,2013,801.98,42600,,179800,,77100,244400,27000,,4800,,7800,,21200,,
640000,宁夏回族自治区,2012,787.28,37500,100.69,182100,195.54,70500,239620,26700,22.45,4800,4.09,6900,32.56,20800,,
640000,宁夏回族自治区,2011,768.73,32100,85.21,184000,196.1,61400,233500,21400,21.77,4700,3.95,5900,25.6,19300,,
640000,宁夏回族自治区,2010,729.1245,27926,66.9045,179866,190.3151,51489,225042,23037,18.7398,4696,4.8397,6333,24.3883,16469,,
640000,宁夏回族自治区,2009,702.55,22100,56.15,178900,194.31,43700,212100,23000,20.87,4500,4.78,4989,18.9748,14600,,
640000,宁夏回族自治区,2008,657.89,17900,46.1,172900,185.68,33700,198600,22500,20.63,4100,4.61,3394,13.41,14200,,
640000,宁夏回族自治区,2007,629.78,15414,42.6,170327,182.23,29006,189117,23381,21.36,3976,3.78,3095,10.39,16966,400,0.13
640000,宁夏回族自治区,2006,592.2,15207,38.7767,169951,179.8959,18469,182203,22430,17.7242,3728,3.1095,2718,8.7716,17879,136,0.0261
640000,宁夏回族自治区,2005,555.1437,13245,33.4361,169500,176.8,14127,193843,21327,17.2577,3846,2.8526,2191,7.2594,18249,30,0.01
640000,宁夏回族自治区,2004,528.49,12084,30.07,169150,173.93,11800,180943,22582,17.76,3743,3.27,1955,6.23,16822,30,0.01
640000,宁夏回族自治区,2003,486.34,7100,21.08,167005,167.13,9516,162597,21866,17.98,3568,2.88,1994,6.06,18806,145,0.66
640000,宁夏回族自治区,2002,447.51,5734,18.7,169856,171.16,8083,148494,17990,17.68,1913,1.67,1996,5.54,19730,0,0.0
640000,宁夏回族自治区,2001,407.62,4900,18.46,163059,166.69,6556,138895,17708,16.33,1770,1.69,1856,5.48,20150,4,0.5
640000,宁夏回族自治区,2000,380.63,4774,16.87,157061,155.43,5608,131549,16273,15.89,1653,1.58,1689,5.04,18439,4,0.5
650000,新疆维吾尔自治区,2019,2788.9736599,369983,,392108,,394044,,,,,,15000,,51000,,
650000,新疆维吾尔自治区,2018,2731.79,336245,,432000,,341630,,,,,,13200,,56200,,
650000,新疆维吾尔自治区,2017,2638.84,508700,,252600,,887300,572100,,,12600,,11800,,55500,,
650000,新疆维吾尔自治区,2016,2552.15,492100,,261200,,857500,578700,68800,,12700,,11100,,55500,,
650000,新疆维吾尔自治区,2015,2489.32,474300,,277400,,793100,623700,70400,,13000,,9700,,57300,,
650000,新疆维吾尔自治区,2014,2341.76,443500,,296600,,736200,610200,70700,,12600,,9000,,55200,,
650000,新疆维吾尔自治区,2013,2165.86,397200,,316900,,688700,630300,69800,,12000,,7800,,55800,,
650000,新疆维吾尔自治区,2012,1968.93,342700,1039.31,334900,413.79,600900,634600,67100,187.84,13600,20.56,7021,58.14,55800,,
650000,新疆维吾尔自治区,2011,1796.685,296600,864.421184,349000,434.62,519400,634000,64500,182.31,14000,20.83,6800,53.35,55800,,
650000,新疆维吾尔自治区,2010,1643.67,243600,760.52,361100,443.81,479000,625700,55400,156.59,11900,17.6,6200,46.8,50800,,
650000,新疆维吾尔自治区,2009,1503.31,217800,675.33,371400,455.78,399900,596400,51100,146.08,11400,36.81,5400,38.5,44800,,
650000,新疆维吾尔自治区,2008,1375.56,176400,530.82,375900,458.9,295500,550700,45900,128.92,9400,15.05,4400,30.64,36864,,
650000,新疆维吾尔自治区,2007,1274.74,152985,477.62,363800,432.11,340066,512600,43927,123.12,8218,12.42,3976,30.56,39135,294,0.33
650000,新疆维吾尔自治区,2006,1195.495,133246.5,426.29,356356,423.13,278332.5,499475.5,41355.5,112.07,8081,12.005,3829.5,29.53,36546,353.5,0.325
650000,新疆维吾尔自治区,2005,1116.25,113508,374.96,348912,414.15,216599,486351,38784,101.02,7944,11.59,3683,28.5,33957,413,0.32
650000,新疆维吾尔自治区,2004,1046.47,92873,327.3,340625,399.88,198516,453792,37404,94.43,7676,10.62,3651,27.87,33870,235,0.22
650000,新疆维吾尔自治区,2003,972.72,76329,291.21,310515,363.28,179361,413887,34587,86.53,8233,11.87,3610,28.87,31696,166,0.2
650000,新疆维吾尔自治区,2002,919.62,70666,274.25,290869,336.9,174384,381201,33877,82.02,8154,12.51,3698,29.73,32771,289,0.27
650000,新疆维吾尔自治区,2001,880.85,65400,267.24,274943,316.56,168111,367819,31712,76.97,7836,12.7,3577,27.56,34371,251,0.27
650000,新疆维吾尔自治区,2000,851.17,62202,255.66,260896,296.49,156368,323089,29873,69.08,8364,14.17,3686,28.65,25862,223,0.26
