省份编码,省份,年份,地方财政一般预算收入(亿元),地方财政税收收入(亿元),地方财政国内增值税(亿元),地方财政营业税(亿元),地方财政企业所得税(亿元),地方财政个人所得税(亿元),地方财政资源税(亿元),地方财政固定资产投资方向调节税(亿元),地方财政城市维护建设税(亿元),地方财政房产税(亿元),地方财政印花税(亿元),地方财政城镇土地使用税(亿元),地方财政土地增值税(亿元),地方财政车船税(亿元),地方财政耕地占用税(亿元),地方财政契税(亿元),地方财政烟叶税(亿元),地方财政其他税收收入(亿元),地方财政非税收入(亿元),地方财政专项收入(亿元),地方财政行政事业性收费收入(亿元),地方财政罚没收入(亿元),地方财政国有资本经营收入(亿元),地方财政国有资源(资产)有偿使用收入(亿元),地方财政其他非税收入(亿元)
640000,宁夏回族自治区,2015,373.4,256.31,35.73,99.83,24.56,8.97,13.31,,14.96,9.69,4.86,9.01,6.61,3.3,10.93,14.53,0.03,,117.13,37.58,19.02,8.79,3.12,44.96,3.66
640000,宁夏回族自治区,2014,339.8627,250.3273,38.5563,105.0303,28.3263,7.461,5.4301,,14.0156,8.302,4.3604,10.0035,6.1466,2.9215,3.7071,16.0306,0.036,,89.5354,22.0654,21.8723,7.7083,0.6645,32.0743,5.1506
640000,宁夏回族自治区,2013,308.3376,237.4913,31.8832,105.7226,25.8691,7.3892,5.0023,,14.4559,6.6352,3.9739,8.6242,5.8503,2.7911,3.391,15.8779,0.0254,,70.8463,18.7967,21.3499,6.9178,7.8577,11.8863,4.0379
640000,宁夏回族自治区,2012,263.9569,207.0171,26.2329,92.4759,25.3904,6.6777,4.0967,,13.0752,4.1888,3.5639,7.6978,5.9078,2.0436,3.1288,12.5142,0.0234,,56.9398,12.4183,18.7037,5.465,6.3597,9.2548,4.7383
640000,宁夏回族自治区,2011,219.98,177.13,24.4,80.11,24.17,7.5,2.74,,11.23,3.07,2.67,5.87,3.05,1.59,0.67,10.03,0.03,,42.85,11.55,16.55,5.33,1.01,6.31,2.1
640000,宁夏回族自治区,2010,153.5507,126.79,20.2475,56.2367,14.0805,5.57,1.92,,8.1,2.35,2.1,4.4,1.67,0.91,0.24,8.94,0.01,,26.77,8.92,9.44,4.16,0.57,2.71,0.96
640000,宁夏回族自治区,2009,111.5755,90.7389,16.8098,38.9831,9.2733,4.5016,1.5078,,5.9204,1.8979,1.6138,3.5947,1.0,0.7112,0.1093,4.7961,0.0199,,20.8366,6.7036,6.2035,3.4254,0.7526,2.5452,1.2063
640000,宁夏回族自治区,2008,95.009,77.7432,18.3793,30.0884,6.2184,4.0239,1.156,,5.8054,1.7261,1.1541,4.4657,0.9441,0.5059,0.0534,3.2104,0.0121,,17.2658,6.5871,4.7337,3.0419,0.8084,1.4038,0.6909
640000,宁夏回族自治区,2007,80.0312,58.7871,14.1997,23.0485,4.5549,3.5107,1.2557,,4.6813,1.4558,0.8365,1.8306,0.4826,0.2411,0.0699,2.6087,0.0061,0.005,21.2441,10.5466,4.8954,2.632,,,3.1701
640000,宁夏回族自治区,2006,61.357,,11.0274,18.8223,3.2246,2.4599,0.6143,0.0,3.5841,1.405,0.6946,0.7779,0.2477,0.116,0.0829,1.8945,,,,5.0935,4.0288,2.5628,,,
640000,宁夏回族自治区,2005,47.7216,,8.7318,15.758,2.6077,2.2199,0.229,,3.0388,1.3553,0.4304,0.4939,0.1783,0.0845,0.0698,1.5712,,,,2.6914,3.3512,1.9466,,,
640000,宁夏回族自治区,2004,37.4677,,7.2155,13.4373,2.1364,1.8664,0.149,0.0,2.426,1.3189,0.3558,0.4145,0.1043,0.0626,0.0559,1.2209,,,,1.91,2.4954,1.4589,,,
640000,宁夏回族自治区,2003,30.031,24.41,5.0424,10.8953,1.6846,1.3021,0.1301,0.0004,1.8485,1.2012,0.2482,0.3417,0.0364,0.0507,0.0831,0.8046,,,,1.1846,2.0394,1.2942,,,
640000,宁夏回族自治区,2002,26.4714,21.93,4.385,9.2971,1.8412,1.4492,0.1271,0.0076,1.5134,1.0404,0.2103,0.3175,0.0611,0.0484,0.1158,0.6208,,,,1.064,1.5752,1.1299,,,
640000,宁夏回族自治区,2001,27.5745,23.42,3.853,7.5194,6.0084,1.9764,0.074,0.0226,1.4399,0.9314,0.1603,0.2947,0.0086,0.0461,0.0957,0.3932,,,,0.968,1.4005,0.8785,,,
640000,宁夏回族自治区,2000,20.8244,18.44,3.5449,6.5682,2.6147,1.2531,0.0605,0.1119,1.2124,0.8874,0.1425,0.2965,0.0275,0.0431,0.1079,0.3235,,,,0.7662,0.9535,0.8238,,,
650000,新疆维吾尔自治区,2019,1577.625,1016.0945,396.0316,,122.6817,51.2723,90.2607,,57.3535,46.0024,21.3595,54.8694,40.3468,18.1762,63.1771,48.8699,,1.0633,561.5305,111.0464,63.7569,68.9876,63.766,188.4673,65.5063
650000,新疆维吾尔自治区,2018,1531.4229,1051.7998,426.4807,,127.1307,74.1943,87.9728,,66.6438,42.934,18.6804,48.6443,33.8463,16.2001,63.3196,42.4457,,,479.6231,149.9958,77.6943,49.9077,19.7488,126.3479,55.9286
650000,新疆维吾尔自治区,2017,1466.5189,944.3839,409.1506,,114.2704,64.7804,69.0587,,59.8776,37.1239,16.5139,43.3926,33.2577,14.7868,48.2833,33.888,,,522.135,123.3152,74.7618,35.8488,18.4604,232.688,37.0608
650000,新疆维吾尔自治区,2016,1298.95,869.18,260.24,115.47,96.87,61.23,52.62,,51.73,32.11,13.21,39.5,41.69,13.1,53.21,38.2,,,429.77,93.65,68.34,24.38,24.61,173.38,26.79
650000,新疆维吾尔自治区,2015,1330.9,861.73,140.72,265.12,92.34,55.55,66.36,,51.76,26.62,13.42,14.85,31.6,11.84,49.62,41.93,,,469.12,245.31,63.56,26.86,20.07,86.11,27.2
650000,新疆维吾尔自治区,2014,1282.3367,887.7935,156.3928,282.2329,90.2908,48.1293,78.1709,,51.9224,24.571,14.3806,15.8332,32.395,10.2696,46.1611,37.0439,,,394.5432,205.7088,58.649,24.766,16.1504,56.2967,32.9723
650000,新疆维吾尔自治区,2013,1128.4875,826.3414,119.1442,305.6706,85.0649,43.0955,71.7379,,49.9353,20.5564,12.652,12.2545,25.8599,8.8487,33.6123,37.9067,0.0025,,302.1461,162.6373,45.3036,21.502,11.1955,40.0477,21.46
650000,新疆维吾尔自治区,2012,908.9655,698.9278,100.5683,259.3056,79.9885,35.8873,69.3508,,44.9913,18.8171,10.9221,11.7304,15.7728,7.5071,17.5788,26.2182,0.0191,0.2704,210.0377,89.4033,42.5806,18.1591,9.8182,31.0448,19.0317
650000,新疆维吾尔自治区,2011,720.43,593.41,96.7,209.84,63.43,38.34,65.01,,41.26,14.67,8.33,10.01,13.05,4.42,6.49,21.86,0.02,,127.02,46.39,36.57,14.0,3.95,15.41,10.71
650000,新疆维吾尔自治区,2010,500.5759,416.23,75.3113,151.2668,40.0152,27.38,32.47,,31.84,12.35,5.55,9.73,7.99,3.11,3.93,15.26,0.02,,84.34,32.44,19.61,12.38,8.59,8.5,2.83
650000,新疆维吾尔自治区,2009,388.7848,301.1283,57.6267,112.3708,28.0564,20.2029,12.2793,,23.0415,10.2494,4.6851,12.3006,4.3624,2.5533,2.1905,11.1762,0.0152,0.018,87.6565,28.7021,15.1994,12.1243,14.5942,7.0614,9.9751
650000,新疆维吾尔自治区,2008,361.0616,286.5509,81.3612,91.4076,26.5791,18.1637,10.8893,0.0005,28.3707,8.6431,3.3676,3.2076,3.6181,1.9675,0.2692,8.6941,0.0116,,74.5107,35.3432,18.849,10.785,5.1515,3.6954,0.6866
650000,新疆维吾尔自治区,2007,285.86,220.646,66.616,68.2275,14.0539,15.3247,9.4741,,22.9299,7.8381,2.4698,1.9465,2.1691,1.1251,0.149,8.2801,0.0159,0.0263,65.214,28.4588,16.6874,10.0457,,,10.0221
650000,新疆维吾尔自治区,2006,219.4628,,54.9722,55.0497,10.0056,10.7113,7.9542,0.0098,16.3841,7.3501,1.9519,1.7305,1.1499,0.9417,0.1982,6.123,,,,16.5168,15.0175,8.6094,,,
650000,新疆维吾尔自治区,2005,180.3184,,42.9362,47.6652,7.5755,9.3121,6.081,0.0156,13.6696,6.4421,1.3989,1.9038,0.631,0.123,0.1346,4.4556,,,,11.8049,12.6609,8.0497,,,
650000,新疆维吾尔自治区,2004,155.704,123.1878,32.6677,43.4263,6.3029,7.4791,5.1925,0.0612,12.01,5.7902,1.0308,1.2409,0.3084,0.0999,0.1629,3.4567,,,,10.7814,11.58,6.0674,,,
650000,新疆维吾尔自治区,2003,128.2218,105.24,25.1851,39.8513,5.2302,6.3456,4.6363,0.0297,9.4853,5.1751,0.9749,0.4814,0.1573,0.1206,0.1265,2.5455,,,,6.6712,9.7905,4.8102,,,
650000,新疆维吾尔自治区,2002,116.4724,93.58,21.1642,32.7881,7.1564,7.8749,5.0898,-0.0395,7.6838,4.0511,0.692,0.4236,0.0272,0.1383,0.1237,1.6718,,,,5.6888,7.7938,4.9626,,,
650000,新疆维吾尔自治区,2001,95.0933,72.68,17.3861,25.254,9.3439,9.8407,4.1138,0.4217,6.0974,3.4141,0.5996,0.4481,0.0329,0.1177,0.0969,1.1864,,,,4.1201,5.0534,4.7159,,,
650000,新疆维吾尔自治区,2000,79.0724,64.53,15.2668,22.1598,5.9203,7.6418,3.0597,0.6276,5.3976,3.2152,0.4029,0.4531,0.0257,0.0952,0.2425,0.9805,,,,4.0042,2.0074,3.5992,,,
