省份编码,省份,年份,公共图书馆业机构数(个),公共图书馆总藏量(万册),人均拥有公共图书馆藏量(册/人),公共图书馆累计发放有效借书证数(万个),公共图书馆总流通人次(万人次),公共图书馆书刊文献外借人次(万人次),公共图书馆书刊文献外借册次(万册次),公共图书馆阅览室座席数(万个),每万人拥有公共图书馆建筑面积(平方米),公共图书馆组织各类讲座次数(次),公共图书馆参加讲座人次(万人次),公共图书馆举办展览数(个),公共图书馆参观展览人次(万人次),公共图书馆举办培训班数(个),公共图书馆参加培训人次(万人次),公共图书馆计算机台数(台),公共图书馆电子阅览室终端数(台)
540000,西藏自治区,2015,79,162.091,0.5003271908,2.3386,20.0,4.696,6.516,0.291,156.1564342377,108,1.62,69,3.001,45,0.244,1360,1005
540000,西藏自治区,2014,78,125.235,0.39,1.1098,16.645,7.447,8.893,0.2359,134.2,42,0.878,32,1.439,35,0.242,1155,847
540000,西藏自治区,2013,78,100.332,0.32,1.0,11.08,3.621,8.923,0.1961,120.6,27,0.24,19,1.664,24,0.035,738,581
540000,西藏自治区,2012,77,68.566,0.222891879591704,0.8217,3.814,0.915,2.829,0.0696,88.0306872114947,6,0.023,3,0.63,6,0.015,240,224
540000,西藏自治区,2011,4,56.502,0.19,0.5903,2.925,1.182,2.36,0.0636,80.4,9,,,,,,180,164
540000,西藏自治区,2010,4,53.493,,0.5467,2.71,1.035,3.622,0.0295,,,,,,,,,
540000,西藏自治区,2009,4,50.013,,,2.449,0.85,2.224,0.0686,,,,,,,,,
540000,西藏自治区,2008,4,49.8,,,2.9,2.5,4.8,0.048,,,,,,,,,
540000,西藏自治区,2007,4,,,,,,,,,,,,,,,,
540000,西藏自治区,2006,3,,,,,,,,,,,,,,,,
540000,西藏自治区,2005,4,,,,,,,,,,,,,,,,
540000,西藏自治区,2004,4,,,,,,,,,,,,,,,,
540000,西藏自治区,2003,1,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,1,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,1,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,1,,,,,,,,,,,,,,,,
610000,陕西省,2019,111,2096.784,0.54,64.8391,1537.822,532.605,1002.878,2.8177,93.8,1588,24.201,1173,129.598,1708,10.065,6160,4287
610000,陕西省,2018,111,1892.744,0.49,60.5755,1524.886,469.229,887.651,2.6064,83.4,1769,30.701,1287,136.325,1776,10.438,6130,4262
610000,陕西省,2017,110,1733.215,0.45,48.0,1357.445,453.76,795.004,2.3741,73.9,1893,30.125,995,130.898,1734,9.862,5884,4202
610000,陕西省,2016,110,1626.008,0.43,39.436,1155.634,411.059,707.485,2.1703,71.7,1694,22.679,899,115.176,1278,8.555,5836,4129
610000,陕西省,2015,110,1506.354,0.397140522,35.7228,982.427,389.124,680.742,2.0015,64.4186659636,1574,18.876,703,120.514,1029,6.759,5642,3920
610000,陕西省,2014,114,1514.061,0.4,31.6363,927.44,354.159,634.788,1.8792,65.4,1669,23.171,552,82.045,931,6.788,5633,3685
610000,陕西省,2013,114,1377.116,0.37,30.0,879.287,335.45,608.569,1.8116,64.1,1323,17.314,461,70.514,956,8.749,5781,3498
610000,陕西省,2012,112,1399.653,0.372933502793698,26.6318,726.869,299.213,497.06,1.6076,63.9553008321143,1220,15.185,435,40.828,905,6.496,5210,3164
610000,陕西省,2011,112,1223.199,0.33,22.7598,559.968,215.497,371.853,1.5811,58.0,858,9.278,314,31.417,479,3.288,4770,3021
610000,陕西省,2010,112,1127.149,,30.4105,519.338,195.505,305.497,1.4355,,,,,,,,,
610000,陕西省,2009,112,1058.758,,,384.057,190.297,258.13,1.2656,,,,,,,,,
610000,陕西省,2008,111,1002.2,,,407.7,213.5,314.7,1.4008,,,,,,,,,
610000,陕西省,2007,111,,,,,,,,,,,,,,,,
610000,陕西省,2006,111,,,,,,,,,,,,,,,,
610000,陕西省,2005,111,,,,,,,,,,,,,,,,
610000,陕西省,2004,112,864.0,,,,,,,,,,,,,,,
610000,陕西省,2003,111,,,,,,,,,,,,,,,,
610000,陕西省,2002,111,,,,,,,,,,,,,,,,
610000,陕西省,2001,109,,,,,,,,,,,,,,,,
610000,陕西省,2000,114,,,,,,,,,,,,,,,,
620000,甘肃省,2019,104,1700.319,0.64,50.6889,907.175,372.536,714.761,2.7669,123.2,1306,21.196,757,96.626,441,4.018,5287,3532
620000,甘肃省,2018,103,1559.949,0.59,45.9958,834.211,350.765,661.89,2.3372,114.5,1307,20.266,537,83.094,453,4.257,5339,3616
620000,甘肃省,2017,103,1496.033,0.57,42.0,774.862,379.722,661.807,2.1726,108.2,1131,18.6,449,45.061,404,3.451,5358,3505
620000,甘肃省,2016,103,1393.952,0.53,35.9783,724.295,352.619,618.827,2.0158,102.6,1118,22.023,387,50.679,376,2.925,5175,3320
620000,甘肃省,2015,103,1339.572,0.5153091881,31.4572,678.115,343.892,588.478,1.8873,84.2761247139,1013,19.381,427,49.39,352,2.683,4918,3164
620000,甘肃省,2014,103,1306.64,0.5,28.064,658.426,334.601,536.694,1.8974,81.0,954,22.274,387,49.233,374,3.099,4709,3084
620000,甘肃省,2013,103,1226.217,0.47,27.0,616.13,304.356,525.949,1.7403,74.9,1024,27.023,354,33.761,346,2.769,4499,2818
620000,甘肃省,2012,103,1212.493,0.470405229772458,25.7958,558.284,259.682,446.872,1.5581,71.1916354677892,904,11.452,310,43.779,372,2.568,4193,2746
620000,甘肃省,2011,100,1159.616,0.45,21.8125,473.021,234.211,389.189,1.4514,67.0,862,12.425,238,21.152,329,2.316,3931,2801
620000,甘肃省,2010,94,1041.82,,20.2647,468.301,220.325,345.005,1.3352,,,,,,,,,
620000,甘肃省,2009,93,950.984,,,414.123,198.075,329.027,1.2529,,,,,,,,,
620000,甘肃省,2008,92,928.8,,,360.9,191.6,304.2,1.1007,,,,,,,,,
620000,甘肃省,2007,92,,,,,,,,,,,,,,,,
620000,甘肃省,2006,92,,,,,,,,,,,,,,,,
620000,甘肃省,2005,92,,,,,,,,,,,,,,,,
620000,甘肃省,2004,92,,,,,,,,,,,,,,,,
620000,甘肃省,2003,92,,,,,,,,,,,,,,,,
620000,甘肃省,2002,90,,,,,,,,,,,,,,,,
620000,甘肃省,2001,90,,,,,,,,,,,,,,,,
620000,甘肃省,2000,91,,,,,,,,,,,,,,,,
630000,青海省,2019,52,494.083,0.81,19.4035,167.922,54.578,92.775,0.5261,151.4,193,2.95,189,14.073,115,0.72,2081,1301
630000,青海省,2018,51,478.889,0.79,19.2691,156.192,58.538,99.076,0.4884,132.0,242,3.451,176,13.253,213,1.24,2190,1413
630000,青海省,2017,49,458.526,0.77,17.0,158.662,70.139,102.976,0.4352,127.9,169,1.774,116,6.827,118,0.917,2194,1379
630000,青海省,2016,49,450.64,0.76,14.002,111.226,67.586,81.487,0.4171,107.8,175,1.689,57,7.395,142,1.053,2190,1417
630000,青海省,2015,49,414.764,0.7048654895,13.3899,111.757,75.229,91.358,0.3962,105.9259385144,190,2.155,62,4.156,149,0.906,2143,1424
630000,青海省,2014,49,393.699,0.67,12.2632,119.864,60.14,105.152,0.3422,77.8,199,2.692,60,3.135,157,0.952,1921,1295
630000,青海省,2013,49,378.772,0.66,11.0,113.845,58.845,88.951,0.3576,79.5,244,2.635,88,2.751,179,0.916,1942,1353
630000,青海省,2012,49,379.486,0.662082802658897,13.456,101.544,55.322,44.694,0.3855,93.7243749672872,177,1.245,94,2.04,145,0.568,1647,1419
630000,青海省,2011,49,367.727,0.65,12.5852,96.25,44.812,42.677,0.3319,81.7,168,0.976,118,2.538,88,0.308,1512,1340
630000,青海省,2010,44,357.765,,7.7316,89.479,19.944,42.28,0.3108,,,,,,,,,
630000,青海省,2009,44,402.325,,,89.848,18.673,42.906,0.3062,,,,,,,,,
630000,青海省,2008,43,347.9,,,104.1,53.0,96.1,0.2515,,,,,,,,,
630000,青海省,2007,43,,,,,,,,,,,,,,,,
630000,青海省,2006,43,,,,,,,,,,,,,,,,
630000,青海省,2005,43,,,,,,,,,,,,,,,,
630000,青海省,2004,38,,,,,,,,,,,,,,,,
630000,青海省,2003,38,,,,,,,,,,,,,,,,
630000,青海省,2002,38,,,,,,,,,,,,,,,,
630000,青海省,2001,38,,,,,,,,,,,,,,,,
630000,青海省,2000,38,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,27,749.412,1.08,29.9813,530.914,185.549,353.893,1.3421,200.3,219,3.118,299,29.071,197,2.025,2345,1658
640000,宁夏回族自治区,2018,27,732.303,1.06,27.3486,511.853,179.867,345.074,1.2266,189.4,215,2.716,231,22.904,173,1.43,2391,1733
640000,宁夏回族自治区,2017,26,721.28,1.06,21.0,465.201,195.579,362.623,1.1963,195.5,320,3.361,161,18.787,178,1.054,2303,1784
640000,宁夏回族自治区,2016,26,687.458,1.02,18.3574,318.607,160.096,295.058,0.8707,183.0,311,4.281,70,5.502,149,1.083,2251,1553
640000,宁夏回族自治区,2015,26,706.227,1.0574160029,14.4691,281.737,152.271,301.705,0.8568,158.8309277116,295,5.867,62,6.463,150,1.173,2106,1515
640000,宁夏回族自治区,2014,26,689.596,1.04,13.4433,265.66,137.156,281.593,0.8034,167.1,287,5.843,69,6.008,204,1.35,2194,1655
640000,宁夏回族自治区,2013,26,594.703,0.91,11.0,221.316,131.464,253.22,0.7344,163.7,248,4.471,47,5.3,199,0.184,2052,1571
640000,宁夏回族自治区,2012,26,532.536,0.822843369026097,8.8777,210.026,93.769,162.586,0.7153,160.895563899319,143,3.128,60,3.933,84,0.355,1811,1328
640000,宁夏回族自治区,2011,27,516.512,0.81,8.8075,233.249,84.508,204.699,0.7298,177.1,147,4.285,52,10.011,90,1.189,1655,1229
640000,宁夏回族自治区,2010,20,462.327,,12.5202,163.091,53.251,181.745,0.5201,,,,,,,,,
640000,宁夏回族自治区,2009,20,435.005,,,147.12,74.519,155.609,0.5298,,,,,,,,,
640000,宁夏回族自治区,2008,21,523.4,,,163.0,82.4,203.6,0.3924,,,,,,,,,
640000,宁夏回族自治区,2007,21,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2006,20,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2005,20,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,16,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,21,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,21,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,21,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,22,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,107,1489.856,0.59,52.8748,574.552,187.393,362.297,2.9717,140.5,896,13.06,982,116.695,883,4.135,5616,4095
650000,新疆维吾尔自治区,2018,107,1420.401,0.57,38.4485,565.868,188.001,344.753,2.693,113.1,699,12.114,670,95.196,418,3.564,5584,4127
650000,新疆维吾尔自治区,2017,107,1501.681,0.61,38.0,551.567,211.462,380.884,2.6622,113.3,771,11.895,748,64.342,531,4.603,5631,4338
650000,新疆维吾尔自治区,2016,107,1417.629,0.59,26.5888,529.447,259.882,486.477,2.424,105.2,957,16.359,759,85.813,673,5.84,5521,4124
650000,新疆维吾尔自治区,2015,107,1303.39,0.5523470906,24.1127,473.694,234.899,439.691,2.3057,100.5623524725,960,15.974,726,69.689,786,8.254,5578,3865
650000,新疆维吾尔自治区,2014,107,1292.229,0.56,22.6643,543.644,256.241,406.537,2.2452,97.5,706,14.926,655,58.996,732,4.585,6517,3717
650000,新疆维吾尔自治区,2013,106,1241.604,0.55,25.0,501.756,243.855,419.083,2.0356,90.9,728,20.607,478,62.055,610,4.196,4971,3638
650000,新疆维吾尔自治区,2012,105,1322.798,0.592444396671414,29.3101,644.546,233.532,395.859,1.6563,82.3995198810452,710,15.412,497,89.795,519,3.58,4491,3234
650000,新疆维吾尔自治区,2011,103,1210.03,0.55,21.2271,425.022,209.057,365.878,1.5738,80.5,529,10.888,358,59.15,443,3.047,4442,2976
650000,新疆维吾尔自治区,2010,103,1113.386,,22.9937,350.444,170.842,316.735,1.4187,,,,,,,,,
650000,新疆维吾尔自治区,2009,94,933.758,,,364.308,181.754,354.45,1.1314,,,,,,,,,
650000,新疆维吾尔自治区,2008,93,894.3,,,335.9,143.2,288.2,1.1029,,,,,,,,,
650000,新疆维吾尔自治区,2007,94,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2006,98,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,96,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,92,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,84,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,82,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,81,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,80,,,,,,,,,,,,,,,,
