省份编码,省份,年份,焦炭生产量(万吨),原油生产量(万吨),汽油生产量(万吨),煤油生产量(万吨),柴油生产量(万吨),燃料油生产量(万吨),天然气生产量(亿立方米),发电量(亿千瓦小时),水力发电量(亿千瓦小时),火力发电量(亿千瓦小时)
630000,青海省,2002,2,214.02,20.89,,25.27,2.5,11.51,139.49,88.97,50.52
630000,青海省,2001,3.09,206.03,21.77,,24.96,4.27,5.87,141.67,94.59,44.98
630000,青海省,2000,1.5,200.01,20.78,,22.63,6.39,3.91,133.79,107.69,26.1
640000,宁夏回族自治区,2019,790.75,,,,,,,1765.97,21.87,
640000,宁夏回族自治区,2018,736.54254,,,,,,,1609.966948,19.75595,
640000,宁夏回族自治区,2017,754.738525,0.6955,247.59,18.7,302.22,25.92,,1380.944075,15.452225,1144.39
640000,宁夏回族自治区,2016,768.4185,6.1633,259.0111,19.6413,237.2074,19.9488,,1144.3807,14.0161,953.5563
640000,宁夏回族自治区,2015,758,13.4,219.53,14.22,205.31,25.64,,1155.0,15.53,1015.83
640000,宁夏回族自治区,2014,784,7.94,193.54,8.65,193.11,7.67,,1156.57,17.46,1041.6
640000,宁夏回族自治区,2013,705,6.07,205.35,7.04,197.66,7.71,,1104.7581,18.763,1011.6
640000,宁夏回族自治区,2012,492.5817,2.3278,174.030732,,182.002565,9.8824,1.4507,1005.9,19.00689,954.697854
640000,宁夏回族自治区,2011,437.541758,3.6,46.471417,,53.264114,1.6819,3.02,939.3,16.75,909.42
640000,宁夏回族自治区,2010,424.03,3.1,76.826952,,92.319437,3.0988,,587.16,18.02,551.36
640000,宁夏回族自治区,2009,277.76,3.14,69.38,,79.94,2.74,,479.85,17.36,454.6
640000,宁夏回族自治区,2008,119.35,,65.56,,85.6,2.97,0.0,471.17,16.08,449.28
640000,宁夏回族自治区,2007,128.04,,51.72,,69.15,2.85,,452.96,17.47,432.45
640000,宁夏回族自治区,2006,82.87,,58.15,,77.64,3.05,,388.42,16.38,367.31
640000,宁夏回族自治区,2005,117.08,,58.17,,76.57,3.23,,312.87,16.41,295.19
640000,宁夏回族自治区,2004,98.93,4.1,48.51,,63.24,3.59,,253.66,9.4,243.99
640000,宁夏回族自治区,2003,45.21,,38.77,,50.73,5.28,,206.13,7.28,198.85
640000,宁夏回族自治区,2002,27.88,,29.06,,33.1,2.03,,171.02,7.78,163.24
640000,宁夏回族自治区,2001,25.48,4.29,35.36,,41.17,6.25,0.08,150.3,7.59,142.71
640000,宁夏回族自治区,2000,29.58,139.01,26.91,,33.44,10.54,0.15,136.61,8.18,128.43
650000,新疆维吾尔自治区,2019,1988.86,2752.082323,,,,,342.03,3670.49,292.0,
650000,新疆维吾尔自治区,2018,1674.421154,2647.393778,,,,,321.8469,3283.24717,245.901556,
650000,新疆维吾尔自治区,2017,1590.56968,2591.818656,392.49,83.57,916.21,53.36,307.0408,3010.77572,243.495103,2368.88
650000,新疆维吾尔自治区,2016,1574.4017,2564.8618,356.481,78.9965,948.9113,44.8374,291.205,2719.1311,224.7534,2219.3615
650000,新疆维吾尔自治区,2015,1662,2795.1,323.63,72.25,1049.58,45.44,293.02,2479.0,209.05,2059.96
650000,新疆维吾尔自治区,2014,2235,2875.28,320.88,65.27,1213.38,46.77,296.7,2090.93,161.38,1759.59
650000,新疆维吾尔自治区,2013,2137,2792.47,277.35,62.66,1063.15,47.14,283.98,1667.8232,206.9527,1357.2916
650000,新疆维吾尔自治区,2012,1263.783611,2670.6783,239.2396,58.9508,1059.0956,10.2545,251.5528,1051.6,105.657977,903.242363
650000,新疆维吾尔自治区,2011,1377,2615.6,233.53,46.1274,1097.3746,10.0528,235.33,875.18,114.58,731.02
650000,新疆维吾尔自治区,2010,1187.83,2558.2,268.15,45.6263,976.1,19.3303,249.9,679.32,97.08,550.9
650000,新疆维吾尔自治区,2009,899.45,2512.86,274.57,30.86,835.78,28.74,245.39,549.07,79.55,447.82
650000,新疆维吾尔自治区,2008,610.72,2715.13,280.18,38.65,826.75,34.76,235.89,489.07,73.93,404.25
650000,新疆维吾尔自治区,2007,430.58,2604.31,276.76,30.6,819.96,54.65,210.2,413.62,58.84,349.2
650000,新疆维吾尔自治区,2006,273.38,2474.74,252.03,34.79,759.46,49.42,164.2,357.14,53.42,299.01
650000,新疆维吾尔自治区,2005,248.74,2406.43,238.06,32.14,697.27,33.61,106.71,310.11,42.33,265.48
650000,新疆维吾尔自治区,2004,152.03,2237.0,235.85,24.45,523.1,28.58,57.23,263.84,35.03,226.34
650000,新疆维吾尔自治区,2003,126.25,2120.39,220.88,19.6,446.78,27.02,49.84,233.53,36.33,195.1
650000,新疆维吾尔自治区,2002,106.34,2015.19,197.87,19.55,429.4,38.62,46.08,195.37,29.21,164.43
650000,新疆维吾尔自治区,2001,110.09,1926.19,200.45,20.8,407.82,63.48,41.24,197.61,34.1,151.3
650000,新疆维吾尔自治区,2000,95.06,1848.24,211.86,31.75,364.79,67.26,35.38,182.12,30.83,149.29
